FIT	CollEn	particle	centrality	mass	beta	betaErr	temp	tempErr	n-v_prof	nErr	norm	normErr	dETdEta_data	dETdEta_d_err	dETdEtaLeft	dETdEtaLErr	dETdEtaRight	dETdEtaRErr	dETdEtaTotal	dETdEtaTErr	dETdy_d	dETdy_d_err	dETdyLeft	dETdyLErr	dETdyRight	dETdyRErr	dETdyTotal	dETdyTErr	dNdEta_d	dNdEta_d_err	dNdEtaLeft	dNdEtaLErr	dNdEtaRight	dNdEtaRErr	dNdEtaTotal	dNdEtaTErr	dNdy_d	dNdy_d_err	dNdyLeft	dNdyLErr	dNdyRight	dNdyRErr	dNdyTotal	dNdyTErr	Npart	NpartErr
bis	0	ala	0	1.11568	0.720524	0.0207292	0.120582	0.00290909	0.787525	0.185872	410899	107523	18.1766	1.44322	0.749256	0.106102	0.0632254	0.00822762	18.9891	1.55755	26.7035	2.26575	3.01689	0.49697	0.0683781	0.00885579	29.7888	2.77158	6.50793	0.52118	0.325086	0.0462702	0.015529	0.00822762	6.84854	0.575678	9.80071	0.84872	0.325086	0.0462702	0.015529	0.00197326	10.1413	0.896964	0	0
tan	0	ala	0	1.11568	0.504429	0.136853	0.171044	0.0180803	0.0181104	4.93616	15304.3	12780	18.1766	1.44322	0.731259	1.31549	0.0650473	0.1164	18.9729	2.87511	26.7035	2.26575	2.91993	5.32563	0.0703299	0.125798	29.6938	7.71718	6.50793	0.52118	0.317199	0.570866	0.0159553	0.1164	6.84108	1.20845	9.80071	0.84872	0.317199	0.570866	0.0159553	0.0284896	10.1339	1.44808	0	53673968
hag	0	ala	0	1.11568	2.85115	0.114159	80.9376	11.993	15	1.90409	18.1766	1.44322	1.1176	0.0480498	0.137012	0.011237	19.4312	1.5025	26.7035	2.26575	4.7408	0.211409	0.14691	0.0119838	31.5912	2.48915	6.50793	0.52118	0.485723	0.020909	0.0320606	0.011237	7.02571	0.553326	9.80071	0.84872	0.485723	0.020909	0.0320606	0.00254332	10.3185	0.872172	32767	0
bis	0	ala	1	1.11568	0.729645	0.0188029	0.109379	0.00261997	0.727972	0.167424	961405	271631	14.4912	1.189	0.551727	0.0845654	0.0439149	0.00588455	15.0868	1.27945	21.2279	1.85212	2.18894	0.395047	0.0475354	0.00634214	23.4644	2.2535	5.18762	0.428379	0.239271	0.0368755	0.0108327	0.00588455	5.43773	0.471139	7.78475	0.691703	0.239271	0.0368755	0.0108327	0.00142113	8.03486	0.73	0	0
tan	0	ala	1	1.11568	0.553467	0.0718034	0.154776	0.00476266	0.110051	0.31018	27626.2	7227.66	14.4912	1.189	0.52837	0.0264931	0.0461829	0.0119761	15.0657	1.22747	21.2279	1.85212	2.06295	0.130165	0.0499678	0.0129177	23.3408	1.9952	5.18762	0.428379	0.229034	0.0115693	0.0113667	0.0119761	5.42803	0.451924	7.78475	0.691703	0.229034	0.0115693	0.0113667	0.0029032	8.02515	0.706176	0	53673968
hag	0	ala	1	1.11568	2.86404	0.117196	65.2191	9.92653	15	1.74866	14.4912	1.189	0.889404	0.0399533	0.107617	0.00902809	15.4882	1.23799	21.2279	1.85212	3.77357	0.175638	0.115398	0.00962897	25.1169	2.03738	5.18762	0.428379	0.386547	0.0173853	0.0251902	0.00902809	5.59936	0.454792	7.78475	0.691703	0.386547	0.0173853	0.0251902	0.00204461	8.19649	0.711133	32767	0
bis	0	ala	2	1.11568	0.787588	0.0375945	0.0928731	0.0249962	1.2428	0.209478	6.69585e+06	2.46152e+07	11.5037	0.93613	0.624968	0.100347	0.0369952	0.00691268	12.1656	1.04339	17.1457	1.49884	2.65242	0.496304	0.040033	0.00742662	19.8382	2.00257	4.14444	0.341169	0.27161	0.0438364	0.0091127	0.00691268	4.42516	0.391918	6.33707	0.56653	0.27161	0.0438364	0.0091127	0.00164284	6.61779	0.612009	0	0
tan	0	ala	2	1.11568	0.448499	0.101347	0.2	0.0747104	0.0634385	2.84464	3075.51	177.038	11.5037	0.93613	0.559303	0.0429143	0.04345	0.00505834	12.1064	0.984103	17.1457	1.49884	2.30817	0.184984	0.0469379	0.00544867	19.5008	1.68927	4.14444	0.341169	0.242862	0.0186607	0.0106109	0.00505834	4.39791	0.364888	6.33707	0.56653	0.242862	0.0186607	0.0106109	0.0012173	6.59054	0.586408	0	53673968
hag	0	ala	2	1.11568	2.99152	0.123432	59.8875	9.46627	15	6.3694	11.5037	0.93613	0.722353	0.0328009	0.0769498	0.00648099	12.303	0.975412	17.1457	1.49884	3.07106	0.144779	0.082554	0.00691621	20.2993	1.65054	4.14444	0.341169	0.313967	0.014275	0.0180654	0.00648099	4.47647	0.361925	6.33707	0.56653	0.313967	0.014275	0.0180654	0.00147326	6.6691	0.582278	32767	0
bis	0	ala	3	1.11568	0.770179	0.0508173	0.0904925	0.0293467	1.37566	0.29494	6.07895e+06	2.76569e+07	6.80506	0.605662	0.440908	0.08797	0.0151369	0.00315108	7.2611	0.696783	10.464	1.00864	1.89948	0.449996	0.0163986	0.00339071	12.3798	1.46202	2.48648	0.224497	0.19171	0.0384726	0.00374913	0.00315108	2.68194	0.266121	3.92552	0.387559	0.19171	0.0384726	0.00374913	0.000755285	4.12098	0.426787	0	0
tan	0	ala	3	1.11568	0.770192	0.0127001	0.0904823	0.00192	1.3757	0.221612	6.08854e+06	1.81253e+06	6.80506	0.605662	0.440922	0.0782913	0.0151349	0.00453941	7.26111	0.688492	10.464	1.00864	1.89956	0.376704	0.0163965	0.00490711	12.3799	1.39025	2.48648	0.224497	0.191717	0.0341705	0.00374865	0.00453941	2.68195	0.263207	3.92552	0.387559	0.191717	0.0341705	0.00374865	0.00111275	4.12099	0.422843	0	53673968
hag	0	ala	3	1.11568	3.53679	0.146724	68.3484	12.2258	15	6.22513	6.80506	0.605662	0.493172	0.155811	0.0317126	0.0140661	7.32994	0.775538	10.464	1.00864	2.11431	0.663401	0.034083	0.0151031	12.6123	1.68714	2.48648	0.224497	0.214414	0.0677256	0.00752373	0.0140661	2.70842	0.306289	3.92552	0.387559	0.214414	0.0677256	0.00752373	0.00331889	4.14746	0.458604	32767	0
bis	0	ala	4	1.11568	0.528243	0.0644741	0.166754	0.00588992	0.786153	0.570786	2268.24	656.271	1.79794	0.168459	0.123597	0.0142428	0.00335612	0.000575899	1.92489	0.183277	2.80281	0.283516	0.521368	0.0668868	0.00363319	0.000620149	3.32781	0.351023	0.663753	0.0630724	0.0537078	0.00621153	0.000828193	0.000575899	0.718289	0.0698599	1.06041	0.109694	0.0537078	0.00621153	0.000828193	0.000138449	1.11495	0.116044	0	0
tan	0	ala	4	1.11568	0.643679	0.0322829	0.133882	0.000941332	1.16644	0.410707	16691.5	461.336	1.79794	0.168459	0.12472	0.0182516	0.003261	0.00056344	1.92592	0.187274	2.80281	0.283516	0.52749	0.0874145	0.00353118	0.000607328	3.33383	0.371538	0.663753	0.0630724	0.0542001	0.00796513	0.000805796	0.00056344	0.718759	0.071601	1.06041	0.109694	0.0542001	0.00796513	0.000805796	0.000136146	1.11542	0.117796	0	53673968
hag	0	ala	4	1.11568	4.55627	0.148572	50	14.8321	13.1577	1.58186	1.79794	0.168459	0.157672	0.00664757	0.00595103	0.000796152	1.96156	0.175902	2.80281	0.283516	0.683676	0.0293355	0.00640318	0.000850649	3.49289	0.313702	0.663753	0.0630724	0.0685765	0.002893	0.0014209	0.000796152	0.73375	0.0667616	1.06041	0.109694	0.0685765	0.002893	0.0014209	0.000182387	1.13041	0.11277	32767	0
bis	200	la_	0	1.11568	0.616951	0.137484	0.169528	0.0399096	0.607026	0.489404	23614.2	45331.9	5.96759	0.560922	0.0601232	0.00483048	5.84844e-05	1.06067e-05	6.02777	0.565763	7.5731	0.707461	0.146818	0.0124526	5.97012e-05	1.08239e-05	7.71998	0.719924	8.83663	0.811859	0.631157	0.0589632	1.31589e-05	1.06067e-05	9.4678	0.870833	12.358	1.14461	0.631157	0.0589632	1.31589e-05	2.36241e-06	12.9892	1.20358	350	3
tan	200	la_	0	1.11568	0.616956	0.405842	0.169527	0.104715	0.607068	1.16214	23616.2	127080	5.96759	0.560922	0.0601241	0.00533839	5.84813e-05	1.17368e-05	6.02777	0.566272	7.5731	0.707461	0.14682	0.0138102	5.96981e-05	1.1977e-05	7.71998	0.721283	8.83663	0.811859	0.631168	0.0657534	1.31582e-05	1.17368e-05	9.46781	0.877624	12.358	1.14461	0.631168	0.0657534	1.31582e-05	2.61399e-06	12.9892	1.21037	0	53673968
hag	200	la_	0	1.11568	3.62305	0.0171405	200	0.909019	15	0.0247286	5.96759	0.560922	0.0635128	0.0010398	0.00052187	2.17578e-05	6.03162	0.561983	7.5731	0.707461	0.15892	0.00257969	0.000531685	2.21633e-05	7.73255	0.710063	8.83663	0.811859	0.714367	0.0114209	0.000110144	2.17578e-05	9.5511	0.823301	12.358	1.14461	0.714367	0.0114209	0.000110144	4.56578e-06	13.0725	1.15604	32767	0
bis	200	la_	1	1.11568	0.592407	0.492436	0.186167	0.12683	0.808298	1.19946	7193.63	37081.1	3.53915	0.323134	0.0408119	0.003515	4.68932e-05	1.17482e-05	3.58001	0.326661	4.50945	0.407651	0.100506	0.00919091	4.78632e-05	1.19865e-05	4.61	0.416854	5.33646	0.467864	0.438951	0.0445541	1.05128e-05	1.17482e-05	5.77542	0.51243	7.50876	0.658893	0.438951	0.0445541	1.05128e-05	2.60187e-06	7.94772	0.703449	299	4
tan	200	la_	1	1.11568	0.592483	0.372273	0.186148	0.11207	0.808595	0.784579	7199.23	24564	3.53915	0.323134	0.0408121	0.0030785	4.68992e-05	1.02245e-05	3.58001	0.326223	4.50945	0.407651	0.100506	0.00799613	4.78694e-05	1.04321e-05	4.61	0.415658	5.33646	0.467864	0.438955	0.0383458	1.05142e-05	1.02245e-05	5.77543	0.50622	7.50876	0.658893	0.438955	0.0383458	1.05142e-05	2.26551e-06	7.94772	0.697241	0	53673968
hag	200	la_	1	1.11568	3.83643	0.0171769	200	2.64761	15	0.0493537	3.53915	0.323134	0.0518742	0.00083948	0.000313389	1.26421e-05	3.59134	0.323986	4.50945	0.407651	0.13002	0.00208643	0.000319309	1.28789e-05	4.63978	0.409751	5.33646	0.467864	0.586224	0.0092665	6.63302e-05	1.26421e-05	5.92275	0.477143	7.50876	0.658893	0.586224	0.0092665	6.63302e-05	2.6614e-06	8.09505	0.668162	32767	0
bis	200	la_	2	1.11568	0.552665	0.151612	0.204239	0.0514602	1.00937	0.409516	2095.88	3715.13	1.89482	0.171167	0.0246375	0.00158139	2.7907e-05	6.64123e-06	1.91949	0.172755	2.42626	0.216641	0.060998	0.00407709	2.84824e-05	6.77543e-06	2.48728	0.220725	2.91999	0.251469	0.269017	0.0193023	6.2432e-06	6.64123e-06	3.18902	0.270778	4.13572	0.355507	0.269017	0.0193023	6.2432e-06	1.46717e-06	4.40475	0.37481	234	5
tan	200	la_	2	1.11568	0.565379	0.0232071	0.2	0.106734	1.03207	0.290218	2431.99	98.1222	1.89482	0.171167	0.0245839	0.00145952	2.76326e-05	5.71022e-06	1.91943	0.172632	2.42626	0.216641	0.0608565	0.00374559	2.82024e-05	5.82579e-06	2.48714	0.220392	2.91999	0.251469	0.268321	0.0175969	6.18272e-06	5.71022e-06	3.18832	0.269071	4.13572	0.355507	0.268321	0.0175969	6.18272e-06	1.26278e-06	4.40405	0.373105	0	53673968
hag	200	la_	2	1.11568	4.04095	0.0632782	150.196	13.0158	15	0.112333	1.89482	0.171167	0.032169	0.00111989	0.000146716	9.53083e-06	1.92714	0.172296	2.42626	0.216641	0.0807595	0.00283983	0.000149499	9.70862e-06	2.50717	0.219491	2.91999	0.251469	0.365151	0.013069	3.11297e-05	9.53083e-06	3.28517	0.264547	4.13572	0.355507	0.365151	0.013069	3.11297e-05	2.00128e-06	4.50091	0.368578	32767	0
bis	200	la_	3	1.11568	0.579457	0.478024	0.0839239	1	-0.156119	1	6.03037e+06	1.41453	0.687807	0.0649894	0.00429818	0	0.000247223	0	0.692352	0.0649894	0.891263	0.0831375	0.0096969	0	0.000251452	0	0.901212	0.0831375	1.11684	0.100304	0.035397	0	4.92506e-05	0	1.15229	0.100304	1.61161	0.144614	0.035397	0	4.92506e-05	0	1.64705	0.144614	168	5
tan	200	la_	3	1.11568	0.643194	0.0201763	0.2	0.0096796	2.8088	0.52293	1050.92	44.5064	0.687807	0.0649894	0.0116996	0.000660364	1.92456e-05	4.17195e-06	0.699526	0.065654	0.891263	0.0831375	0.0292578	0.00169296	1.96364e-05	4.25488e-06	0.920541	0.0848347	1.11684	0.100304	0.131371	0.00793599	4.26508e-06	4.17195e-06	1.24821	0.108244	1.61161	0.144614	0.131371	0.00793599	4.26508e-06	9.12233e-07	1.74298	0.152551	0	53673968
hag	200	la_	3	1.11568	4.0243	0.0785377	58.4384	6.24462	15	0.386661	0.687807	0.0649894	0.0127118	0.000509756	5.92898e-05	4.6591e-06	0.700578	0.0655038	0.891263	0.0831375	0.0319085	0.00129486	6.04139e-05	4.7459e-06	0.923232	0.0844371	1.11684	0.100304	0.14424	0.00597622	1.25775e-05	4.6591e-06	1.26109	0.106285	1.61161	0.144614	0.14424	0.00597622	1.25775e-05	9.77536e-07	1.75586	0.150591	32767	0
bis	200	la_	4	1.11568	0.645114	0.0588716	0.244719	0.0437049	9.97894	12.8763	80.7411	94.8092	0.184054	0.019671	0.00354001	0	8.73335e-06	0	0.187603	0.019671	0.242125	0.0256024	0.00884273	0	8.90595e-06	0	0.250977	0.0256024	0.318714	0.0328135	0.0396192	0	1.90239e-06	0	0.358335	0.0328135	0.470296	0.0487725	0.0396192	0	1.90239e-06	0	0.509917	0.0487725	117	5
tan	200	la_	4	1.11568	0.659133	0.0236589	0.2	0.0256718	4.50356	0.89955	328.513	16.6231	0.184054	0.019671	0.00386052	0.000246318	5.10135e-06	1.33138e-06	0.18792	0.0199186	0.242125	0.0256024	0.00969819	0.000631018	5.20459e-06	1.35773e-06	0.251828	0.0262347	0.318714	0.0328135	0.0438935	0.00295362	1.12796e-06	1.33138e-06	0.362608	0.0357685	0.470296	0.0487725	0.0438935	0.00295362	1.12796e-06	2.90284e-07	0.514191	0.0517264	0	53673968
hag	200	la_	4	1.11568	5.29718	0.0948539	50	8.09451	12.0997	0.524797	0.184054	0.019671	0.00425276	0.00050262	1.52665e-05	6.81155e-06	0.188322	0.0201804	0.242125	0.0256024	0.0107373	0.00125538	1.55524e-05	6.93694e-06	0.252878	0.0268647	0.318714	0.0328135	0.0490369	0.00562486	3.21327e-06	6.81155e-06	0.367754	0.0384452	0.470296	0.0487725	0.0490369	0.00562486	3.21327e-06	1.41817e-06	0.519336	0.0543988	32767	0
bis	200	ala	0	1.11568	0.619751	0.156973	0.168936	0.0457995	0.595185	0.563485	18303.5	40603.6	19.5277	1.82254	1.09418	0.105945	6.88127e-05	1.23144e-05	20.6219	1.9285	26.7263	2.51294	3.93608	0.4347	7.02481e-05	1.25672e-05	30.6625	2.94765	6.71285	0.624063	0.47024	0.0457981	1.0307e-05	1.23144e-05	7.1831	0.669874	9.39283	0.883041	0.47024	0.0457981	1.0307e-05	1.83198e-06	9.86309	0.928841	350	3
tan	200	ala	0	1.11568	0.619844	0.164162	0.168908	0.0433166	0.595468	0.605327	18329	45208.7	19.5277	1.82254	1.09418	0.106219	6.88074e-05	1.23491e-05	20.6219	1.92877	26.7263	2.51294	3.93608	0.43588	7.02427e-05	1.26027e-05	30.6625	2.94883	6.71285	0.624063	0.470243	0.0459172	1.03062e-05	1.23491e-05	7.1831	0.669993	9.39283	0.883041	0.470243	0.0459172	1.03062e-05	1.83715e-06	9.86309	0.92896	0	53673968
hag	200	ala	0	1.11568	3.76125	0.0175895	200	1.18995	15	0.028731	19.5277	1.82254	1.4577	0.0237287	0.000550916	2.29967e-05	20.9859	1.84629	26.7263	2.51294	5.61374	0.0895185	0.000561389	2.34303e-05	32.3406	2.60248	6.71285	0.624063	0.62832	0.0102186	7.91478e-05	2.29967e-05	7.34124	0.634305	9.39283	0.883041	0.62832	0.0102186	7.91478e-05	3.29149e-06	10.0212	0.893263	32767	0
bis	200	ala	1	1.11568	0.595862	0.156697	0.18382	0.048438	0.777404	0.533865	6060.34	12217.7	11.8774	1.05871	0.772327	0.0617408	5.22223e-05	9.65845e-06	12.6498	1.12047	16.3501	1.4566	2.84262	0.254271	5.33066e-05	9.85561e-06	19.1927	1.71088	4.1012	0.362422	0.332242	0.0266936	7.80632e-06	9.65845e-06	4.43345	0.389125	5.77162	0.511413	0.332242	0.0266936	7.80632e-06	1.43316e-06	6.10387	0.538109	299	4
tan	200	ala	1	1.11568	0.595868	0.141367	0.183816	0.0900429	0.777357	0.493877	6061.24	11306	11.8774	1.05871	0.772298	0.0614595	5.22186e-05	9.62406e-06	12.6497	1.12018	16.3501	1.4566	2.8425	0.252937	5.33029e-05	9.82052e-06	19.1926	1.70954	4.1012	0.362422	0.33223	0.0265712	7.80577e-06	9.62406e-06	4.43343	0.389003	5.77162	0.511413	0.33223	0.0265712	7.80577e-06	1.42807e-06	6.10386	0.537986	0	53673968
hag	200	ala	1	1.11568	4.02345	0.017997	200	7.00206	15	0.0647679	11.8774	1.05871	1.14591	0.0187754	0.000299545	1.22702e-05	13.0236	1.0775	16.3501	1.4566	4.43453	0.0712004	0.000305268	1.25028e-05	20.7849	1.52781	4.1012	0.362422	0.494033	0.00808736	4.31287e-05	1.22702e-05	4.59527	0.370522	5.77162	0.511413	0.494033	0.00808736	4.31287e-05	1.76058e-06	6.2657	0.519503	32767	0
bis	200	ala	2	1.11568	0.543289	0.228182	0.208387	0.0785269	1.02073	0.632754	1455.06	3813.24	6.62389	0.580917	0.50147	0.0344005	3.46386e-05	7.08969e-06	7.12539	0.615324	9.19924	0.803648	1.87778	0.140305	3.53545e-05	7.23338e-06	11.0771	0.943961	2.29937	0.199494	0.215885	0.0148666	5.16733e-06	7.08969e-06	2.51526	0.214367	3.26623	0.283171	0.215885	0.0148666	5.16733e-06	1.04869e-06	3.48212	0.298039	234	5
tan	200	ala	2	1.11568	0.569608	0.0212497	0.2	0.1157	1.0802	0.282663	1945.31	80.4373	6.62389	0.580917	0.500468	0.0543906	3.43556e-05	1.93089e-05	7.12439	0.635327	9.19924	0.803648	1.87345	0.227172	3.50658e-05	1.97051e-05	11.0727	1.03084	2.29937	0.199494	0.215451	0.0235349	5.12562e-06	1.93089e-05	2.51482	0.223048	3.26623	0.283171	0.215451	0.0235349	5.12562e-06	2.87136e-06	3.48169	0.306709	0	53673968
hag	200	ala	2	1.11568	4.12197	0.0646252	132.728	11.6234	15	0.100885	6.62389	0.580917	0.695415	0.0248623	0.000159127	1.03855e-05	7.31946	0.60579	9.19924	0.803648	2.696	0.0986926	0.000162172	1.05812e-05	11.8954	0.902352	2.29937	0.199494	0.299838	0.010731	2.29286e-05	1.03855e-05	2.59923	0.210235	3.26623	0.283171	0.299838	0.010731	2.29286e-05	1.48614e-06	3.56609	0.293904	32767	0
bis	200	ala	3	1.11568	0.611831	0.0574371	0.267833	0.0276004	9.50164	9.44631	123.435	77.7978	2.54517	0.234321	0.227695	0.016495	4.50906e-05	1.85926e-05	2.77291	0.250835	3.59797	0.33028	0.861711	0.0671732	4.59829e-05	1.89394e-05	4.45973	0.397472	0.894585	0.0814642	0.0980711	0.0071284	6.59854e-06	1.85926e-05	0.992663	0.0886112	1.29339	0.117867	0.0980711	0.0071284	6.59854e-06	2.65093e-06	1.39146	0.124998	168	5
tan	200	ala	3	1.11568	0.744233	0.0127794	0.146911	0.00443208	2.67386	0.336036	10944	3095.81	2.54517	0.234321	0.274552	0	1.59195e-05	0	2.81973	0.234321	3.59797	0.33028	1.07968	0	1.62476e-05	0	4.67767	0.33028	0.894585	0.0814642	0.118447	0	2.37228e-06	0	1.01303	0.0814642	1.29339	0.117867	0.118447	0	2.37228e-06	0	1.41184	0.117867	0	53673968
hag	200	ala	3	1.11568	4.06697	0.0182008	50	4.85002	15	1.54136	2.54517	0.234321	0.275363	0.00455071	6.78468e-05	2.79211e-06	2.8206	0.238875	3.59797	0.33028	1.06647	0.0172719	6.91439e-05	2.84508e-06	4.66451	0.347554	0.894585	0.0814642	0.118721	0.00196026	9.77194e-06	2.79211e-06	1.01332	0.0834273	1.29339	0.117867	0.118721	0.00196026	9.77194e-06	4.00776e-07	1.41212	0.119828	32767	0
bis	200	ala	4	1.11568	0.654846	0.0595646	0.206367	0.0524115	5.35377	3.37153	221.031	412.437	0.748537	0.0797009	0.0860463	0.0136019	6.52002e-06	3.84077e-06	0.83459	0.0933066	1.08558	0.116472	0.333253	0.0589905	6.65211e-06	3.91599e-06	1.41884	0.175466	0.267527	0.0283298	0.0370993	0.00589509	9.6415e-07	3.84077e-06	0.304627	0.0342287	0.396715	0.0425131	0.0370993	0.00589509	9.6415e-07	5.59592e-07	0.433815	0.0484088	117	5
tan	200	ala	4	1.11568	0.66159	0.0105138	0.2	0.106002	4.99991	2.67128	278.8	11.4302	0.748537	0.0797009	0.0875093	0.00401279	6.10758e-06	1.0213e-06	0.836053	0.0837147	1.08558	0.116472	0.339738	0.0156562	6.23159e-06	1.04172e-06	1.42532	0.132129	0.267527	0.0283298	0.037734	0.00173072	9.04074e-07	1.0213e-06	0.305262	0.0300615	0.396715	0.0425131	0.037734	0.00173072	9.04074e-07	1.50182e-07	0.43445	0.044244	0	53673968
hag	200	ala	4	1.11568	5.49125	0.101166	50	8.13606	12.0569	0.529104	0.748537	0.0797009	0.0979935	0.0119131	1.67812e-05	7.77775e-06	0.846548	0.0916217	1.08558	0.116472	0.385435	0.0456764	1.70986e-05	7.92251e-06	1.47103	0.162156	0.267527	0.0283298	0.0422781	0.00513397	2.4048e-06	7.77775e-06	0.309807	0.0334715	0.396715	0.0425131	0.0422781	0.00513397	2.4048e-06	1.10654e-06	0.438995	0.0476482	32767	0
