FIT	CollEn	particle	centrality	mass	beta	betaErr	temp	tempErr	n-v_prof	nErr	norm	normErr	dETdEta_data	dETdEta_d_err	dETdEtaLeft	dETdEtaLErr	dETdEtaRight	dETdEtaRErr	dETdEtaTotal	dETdEtaTErr	dETdy_d	dETdy_d_err	dETdyLeft	dETdyLErr	dETdyRight	dETdyRErr	dETdyTotal	dETdyTErr	dNdEta_d	dNdEta_d_err	dNdEtaLeft	dNdEtaLErr	dNdEtaRight	dNdEtaRErr	dNdEtaTotal	dNdEtaTErr	dNdy_d	dNdy_d_err	dNdyLeft	dNdyLErr	dNdyRight	dNdyRErr	dNdyTotal	dNdyTErr	Npart	NpartErr
hag	19.6	ala	5	1.11568	7.64906	0.0140512	200	0.454681	15	0.00462651	0.413135	0.0192894	0.0488163	0.000505642	9.76814e-07	1.96391e-08	0.461952	0.0197951	0.68169	0.0338114	0.219316	0.00224251	9.99561e-07	2.00946e-08	0.901007	0.0360539	0.156848	0.00740691	0.0212554	0.000220071	1.52525e-07	1.96391e-08	0.178103	0.007627	0.264594	0.0133342	0.0212554	0.000220071	1.52525e-07	3.06113e-09	0.28585	0.0135542	32767	0
bis	19.6	ala	6	1.11568	0.69947	0.00585306	0.0698697	0.000876288	3.22947	0.331798	9.96069e+06	2.25487e+06	0.108086	0.00715972	0.0216238	0	1.85566e-09	0	0.129709	0.00715972	0.189089	0.0134048	0.105792	0	1.91551e-09	0	0.29488	0.0134048	0.042041	0.00281782	0.00944045	0	3.30262e-10	0	0.0514815	0.00281782	0.0750028	0.00539939	0.00944045	0	3.30262e-10	0	0.0844432	0.00539939	20	14
tan	19.6	ala	6	1.11568	0.374585	0.0967975	0.163484	0.0909015	3.53835	2.7352	225.471	714.144	0.108086	0.00715972	0.0148763	0.00141168	2.06493e-08	2.10524e-08	0.122962	0.00857142	0.189089	0.0134048	0.0662237	0.00706006	2.1298e-08	2.17006e-08	0.255312	0.0204649	0.042041	0.00281782	0.00647588	0.000616961	3.63603e-09	2.10524e-08	0.0485169	0.0034348	0.0750028	0.00539939	0.00647588	0.000616961	3.63603e-09	3.67679e-09	0.0814787	0.00601636	0	53673968
hag	19.6	ala	6	1.11568	9.2433	0.0230287	200	1.57556	15	0.0143283	0.108086	0.00715972	0.0157147	0.000247229	3.55879e-07	9.91353e-09	0.123801	0.00740696	0.189089	0.0134048	0.0716858	0.00111441	3.66247e-07	1.02013e-08	0.260775	0.0145192	0.042041	0.00281782	0.00684621	0.000107665	6.06833e-08	9.91353e-09	0.0488873	0.00292549	0.0750028	0.00539939	0.00684621	0.000107665	6.06833e-08	1.68774e-09	0.081849	0.00550706	32767	0
bis	19.6	la_	0	1.11568	0.551189	0.468556	0.100429	1	-0.0932459	1	3.2523e+06	1	3.40038	0.107658	0.0180321	0	1.4696e-06	0	3.41842	0.107658	4.65541	0.150288	0.0472967	0	1.49639e-06	0	4.70271	0.150288	6.94126	0.240542	0.214795	0	3.05113e-07	0	7.15606	0.240542	10.9729	0.40634	0.214795	0	3.05113e-07	0	11.1877	0.40634	338	2
tan	19.6	la_	0	1.11568	0.552923	0.0891698	0.135833	0.0175409	0.507218	0.358927	145352	186499	3.40038	0.107658	0.0360403	0.0012047	2.82455e-07	2.42958e-08	3.43642	0.108863	4.65541	0.150288	0.09974	0.00350777	2.87925e-07	2.47616e-08	4.75515	0.153796	6.94126	0.240542	0.501979	0.0192604	6.08983e-08	2.42958e-08	7.44324	0.259802	10.9729	0.40634	0.501979	0.0192604	6.08983e-08	5.20549e-09	11.4749	0.4256	0	53673968
hag	19.6	la_	0	1.11568	5.11152	0.0103526	200	0.143501	15	0.00215206	3.40038	0.107658	0.0104386	9.25824e-05	1.28877e-05	2.64535e-07	3.41084	0.107751	4.65541	0.150288	0.0296315	0.000261211	1.31113e-05	2.691e-07	4.68506	0.150549	6.94126	0.240542	0.155943	0.00136045	2.59424e-06	2.64535e-07	7.09721	0.241902	10.9729	0.40634	0.155943	0.00136045	2.59424e-06	5.30647e-08	11.1289	0.407701	32767	0
bis	19.6	la_	1	1.11568	0.550089	0.00869855	0.134953	0.00135815	0.465792	0.0669297	122001	11979.5	2.69624	0.0959979	0.0281341	0.000978544	1.98279e-07	1.70804e-08	2.72438	0.0969764	3.69577	0.133809	0.0777488	0.00284446	2.02122e-07	1.74089e-08	3.77352	0.136653	5.53211	0.213614	0.390286	0.0155777	4.27706e-08	1.70804e-08	5.92239	0.229192	8.77246	0.361457	0.390286	0.0155777	4.27706e-08	3.66712e-09	9.16275	0.377035	289	6
tan	19.6	la_	1	1.11568	0.580198	0.00529781	0.128992	0.000286221	0.587128	0.0670052	192198	820.589	2.69624	0.0959979	0.0281962	0.00107474	1.97176e-07	1.74226e-08	2.72444	0.0970726	3.69577	0.133809	0.0779461	0.00313675	2.00998e-07	1.77578e-08	3.77372	0.136946	5.53211	0.213614	0.391518	0.0172894	4.25342e-08	1.74226e-08	5.92362	0.230904	8.77246	0.361457	0.391518	0.0172894	4.25342e-08	3.74121e-09	9.16398	0.378747	0	53673968
hag	19.6	la_	1	1.11568	5.3836	0.0129315	200	0.19297	15	0.00271569	2.69624	0.0959979	0.0082839	9.03611e-05	7.5855e-06	1.8764e-07	2.70453	0.0960884	3.69577	0.133809	0.0235475	0.000255312	7.71751e-06	1.90888e-07	3.71932	0.134064	5.53211	0.213614	0.124214	0.00133302	1.52963e-06	1.8764e-07	5.65632	0.214948	8.77246	0.361457	0.124214	0.00133302	1.52963e-06	3.7714e-08	8.89668	0.36279	32767	0
bis	19.6	la_	2	1.11568	0.372153	0.375686	0.0885052	1.00007	-0.185589	1.00007	1.72321e+07	1.73238	1.98094	0.0552602	0.035225	0	3.50169e-05	0	2.0162	0.0552602	2.73101	0.0773994	0.0972634	0	3.55745e-05	0	2.8283	0.0773994	4.15677	0.125227	0.486062	0	6.69369e-06	0	4.64284	0.125227	6.64968	0.213296	0.486062	0	6.69369e-06	0	7.13575	0.213296	225	9
tan	19.6	la_	2	1.11568	0.519013	0.00771906	0.144793	0.00121475	0.538639	0.0629568	49126.6	3785.13	1.98094	0.0552602	0.0236845	0	1.78822e-07	0	2.00462	0.0552602	2.73101	0.0773994	0.0659334	0	1.82283e-07	0	2.79694	0.0773994	4.15677	0.125227	0.335426	0	3.85322e-08	0	4.4922	0.125227	6.64968	0.213296	0.335426	0	3.85322e-08	0	6.98511	0.213296	0	53673968
hag	19.6	la_	2	1.11568	5.3332	0.00871935	200	0.0971429	15	0.00145473	1.98094	0.0552602	0.00865251	6.38231e-05	8.36602e-06	1.40449e-07	1.9896	0.0553242	2.73101	0.0773994	0.0245829	0.000180236	8.51157e-06	1.42879e-07	2.7556	0.0775798	4.15677	0.125227	0.129582	0.000940325	1.68675e-06	1.40449e-07	4.28635	0.126167	6.64968	0.213296	0.129582	0.000940325	1.68675e-06	2.82234e-08	6.77926	0.214236	32767	0
bis	19.6	la_	3	1.11568	0.528557	0.00877255	0.143982	0.00147543	0.730506	0.0836164	34029.8	3238.25	1.2158	0.0402289	0.0162178	0.000488929	1.08848e-07	9.36418e-09	1.23202	0.0407178	1.68995	0.0566866	0.0453361	0.00142649	1.10953e-07	9.54394e-09	1.73529	0.0581131	2.62983	0.0932999	0.23236	0.00785906	2.34511e-08	9.36418e-09	2.86219	0.101159	4.24838	0.160495	0.23236	0.00785906	2.34511e-08	2.00781e-09	4.48074	0.168354	158	10
tan	19.6	la_	3	1.11568	0.5284	0.00877957	0.144014	0.00147573	0.729882	0.0836293	33957.6	3231	1.2158	0.0402289	0.0162178	0.000437791	1.08854e-07	2.86002e-08	1.23202	0.0406667	1.68995	0.0566866	0.0453361	0.00133097	1.10959e-07	2.91518e-08	1.73529	0.0580176	2.62983	0.0932999	0.23236	0.00783372	2.34523e-08	2.86002e-08	2.86219	0.101134	4.24838	0.160495	0.23236	0.00783372	2.34523e-08	6.15025e-09	4.48074	0.168329	0	53673968
hag	19.6	la_	3	1.11568	5.61794	0.0103473	200	0.127937	15	0.00179282	1.2158	0.0402289	0.00681548	5.87095e-05	4.88929e-06	9.39218e-08	1.22262	0.0402877	1.68995	0.0566866	0.01939	0.000166032	4.97461e-06	9.55526e-08	1.70935	0.0568527	2.62983	0.0932999	0.102447	0.00086836	9.87635e-07	9.39218e-08	2.73228	0.0941684	4.24838	0.160495	0.102447	0.00086836	9.87635e-07	1.89129e-08	4.35083	0.161363	32767	0
bis	19.6	la_	4	1.11568	0.701098	0.483935	0.0783692	1.00078	0.219139	1.00079	2.60498e+07	1.00079	0.727033	0.0305256	0.00306803	0	2.49039e-10	0	0.730101	0.0305256	1.02318	0.0439302	0.00781131	0	2.53191e-10	0	1.03099	0.0439302	1.65192	0.0767392	0.0336182	0	4.91004e-11	0	1.68554	0.0767392	2.73406	0.136875	0.0336182	0	4.91004e-11	0	2.76768	0.136875	108	11
tan	19.6	la_	4	1.11568	0.314396	0.0231377	0.1777	0.00658551	0.0100008	4.84117	3637.57	1001.18	0.727033	0.0305256	0.0114124	0.000447397	7.30218e-09	1.03813e-09	0.738445	0.0309729	1.02318	0.0439302	0.031951	0.00130003	7.42165e-09	1.05501e-09	1.05513	0.0452303	1.65192	0.0767392	0.164654	0.00712809	1.42328e-09	1.03813e-09	1.81657	0.0838673	2.73406	0.136875	0.164654	0.00712809	1.42328e-09	2.01653e-10	2.89872	0.144003	0	53673968
hag	19.6	la_	4	1.11568	6.56129	0.0170251	200	0.250161	15	0.00240446	0.727033	0.0305256	0.00322909	4.35001e-05	4.00498e-07	1.1573e-08	0.730262	0.0305691	1.02318	0.0439302	0.00918389	0.000123002	4.06433e-07	1.17439e-08	1.03237	0.0440533	1.65192	0.0767392	0.0486184	0.000644772	7.34555e-08	1.1573e-08	1.70054	0.0773839	2.73406	0.136875	0.0486184	0.000644772	7.34555e-08	2.11791e-09	2.78268	0.13752	32767	0
bis	19.6	la_	5	1.11568	0.561443	0.131017	0.132876	0.0325569	1.53637	0.603517	23191.8	57454.4	0.299485	0.0130868	0.00586151	0.000394127	1.79712e-07	3.15631e-08	0.305347	0.0134809	0.429424	0.0190823	0.0165596	0.00120113	1.8425e-07	3.23499e-08	0.445984	0.0202835	0.724107	0.0341604	0.0865757	0.00709146	4.55486e-08	3.15631e-08	0.810683	0.0412519	1.21301	0.060809	0.0865757	0.00709146	4.55486e-08	7.93461e-09	1.29958	0.0679005	58	44
tan	19.6	la_	5	1.11568	0.300005	0.463412	0.186064	0.0052843	0.58301	0.298009	1213.97	250.329	0.299485	0.0130868	0.00576362	0.000179039	1.871e-07	1.31677e-07	0.305249	0.0132659	0.429424	0.0190823	0.0162596	0.000541292	1.91822e-07	1.34984e-07	0.445684	0.0196237	0.724107	0.0341604	0.0847932	0.0031564	4.73984e-08	1.31677e-07	0.8089	0.0373169	1.21301	0.060809	0.0847932	0.0031564	4.73984e-08	3.32553e-08	1.2978	0.0639655	0	53673968
hag	19.6	la_	5	1.11568	6.49636	0.0127288	200	0.231324	15	0.00303714	0.299485	0.0130868	0.00337267	3.40782e-05	3.66342e-06	7.51539e-08	0.302861	0.0131209	0.429424	0.0190823	0.00960929	9.65326e-05	3.74749e-06	7.68697e-08	0.439037	0.0191789	0.724107	0.0341604	0.050968	0.000507004	8.73312e-07	7.51539e-08	0.775076	0.0346675	1.21301	0.060809	0.050968	0.000507004	8.73312e-07	1.78566e-08	1.26398	0.0613161	32767	0
bis	19.6	la_	6	1.11568	0.575559	0.0669075	0.121466	0.017954	2.56322	0.428057	14433.5	23539.1	0.0565097	0.00336747	0.00160397	0.000126925	1.26408e-08	3.46292e-09	0.0581136	0.0034944	0.084159	0.00513673	0.00458809	0.000388395	1.29639e-08	3.55063e-09	0.0887471	0.00552513	0.155179	0.0101947	0.0245056	0.00230978	3.22803e-09	3.46292e-09	0.179684	0.0125045	0.27063	0.019021	0.0245056	0.00230978	3.22803e-09	8.79274e-10	0.295136	0.0213307	20	14
tan	19.6	la_	6	1.11568	0.575491	0.0684967	0.121485	0.0181857	2.56308	0.430807	14408.9	24217.9	0.0565097	0.00336747	0.00160391	0.000129013	1.2645e-08	3.53374e-09	0.0581136	0.00349649	0.084159	0.00513673	0.00458791	0.000395121	1.29682e-08	3.62324e-09	0.0887469	0.00553185	0.155179	0.0101947	0.0245044	0.00235266	3.2291e-09	3.53374e-09	0.179683	0.0125474	0.27063	0.019021	0.0245044	0.00235266	3.2291e-09	8.97237e-10	0.295134	0.0213736	0	53673968
hag	19.6	la_	6	1.11568	313946	0.424264	96.2736	97.0931	11.0177	6.98823	0.0565097	0.00336747	9.37276e-51	6.12743e-49	9.35753e-56	7.08036e-54	0.0565097	0.00336747	0.084159	0.00513673	2.82162e-50	1.8427e-48	9.5748e-56	7.24449e-54	0.084159	0.00513673	0.155179	0.0101947	1.63851e-49	1.06827e-47	2.24678e-56	7.08036e-54	0.155179	0.0101947	0.27063	0.019021	1.63851e-49	1.06827e-47	2.24678e-56	1.69829e-54	0.27063	0.019021	32767	0
bis	27	ala	0	1.11568	0.689796	0.0569635	0.101307	0.0146135	0.636859	0.278048	741854	1.36666e+06	4.24403	0.158834	0.17702	0.0224703	7.58294e-08	5.37226e-09	4.42105	0.181304	6.31248	0.251636	0.693909	0.11277	7.73054e-08	5.47629e-09	7.00639	0.364406	1.53148	0.058281	0.0767501	0.00982333	1.10557e-08	5.37226e-09	1.60823	0.0681043	2.33396	0.0952241	0.0767501	0.00982333	1.10557e-08	7.81609e-10	2.41071	0.105047	343	2
tan	27	ala	0	1.11568	0.528276	0.00690187	0.129141	0.00210805	0.0100002	0.548868	46271.1	7150.25	4.24403	0.158834	0.163146	0.00760202	7.93952e-08	5.99793e-09	4.40717	0.166436	6.31248	0.251636	0.621157	0.0338159	8.09402e-08	6.11401e-09	6.93363	0.285452	1.53148	0.058281	0.0706758	0.00330978	1.15745e-08	5.99793e-09	1.60216	0.0615908	2.33396	0.0952241	0.0706758	0.00330978	1.15745e-08	8.72352e-10	2.40463	0.0985339	0	53673968
hag	27	ala	0	1.11568	6.2265	0.0129575	200	0.168984	15	0.00192125	4.24403	0.158834	0.143838	0.00147771	2.37496e-06	5.3048e-08	4.38787	0.160311	6.31248	0.251636	0.639211	0.00647694	2.41679e-06	5.39785e-08	6.95169	0.258113	1.53148	0.058281	0.0626148	0.000642977	3.31245e-07	5.3048e-08	1.5941	0.058924	2.33396	0.0952241	0.0626148	0.000642977	3.31245e-07	7.38469e-09	2.39657	0.0958671	32767	0
bis	27	ala	1	1.11568	0.582859	0.407824	0.095722	3587.37	-0.0807376	3587.37	1.05276e+06	1	3.55004	0.142715	0.0690279	0	2.26915e-07	0	3.61907	0.142715	5.30235	0.2252	0.227177	0	2.31121e-07	0	5.52953	0.2252	1.28364	0.0523286	0.0297743	0	3.23858e-08	0	1.31342	0.0523286	1.96464	0.0851165	0.0297743	0	3.23858e-08	0	1.99442	0.0851165	299	6
tan	27	ala	1	1.11568	0.516246	0.00755472	0.132875	0.0022766	0.01	0.254668	29535.2	4686.99	3.55004	0.142715	0.145767	0.00373508	7.40231e-08	3.76233e-08	3.69581	0.14645	5.30235	0.2252	0.562907	0.0159663	7.54624e-08	3.83518e-08	5.86526	0.241167	1.28364	0.0523286	0.0631748	0.00162451	1.07875e-08	3.76233e-08	1.34682	0.0539532	1.96464	0.0851165	0.0631748	0.00162451	1.07875e-08	5.47315e-09	2.02782	0.086741	0	53673968
hag	27	ala	1	1.11568	6.4955	0.0155271	200	0.210781	15	0.00226168	3.55004	0.142715	0.116327	0.00141178	1.5048e-06	3.90575e-08	3.66637	0.144127	5.30235	0.2252	0.518587	0.00620876	1.53136e-06	3.97441e-08	5.82094	0.231409	1.28364	0.0523286	0.0506446	0.000614363	2.10065e-07	3.90575e-08	1.33429	0.052943	1.96464	0.0851165	0.0506446	0.000614363	2.10065e-07	5.44236e-09	2.01529	0.0857308	32767	0
bis	27	ala	2	1.11568	0.68004	0.0617182	0.106281	0.0165554	0.835443	0.32074	288039	550415	2.73957	0.0851204	0.147117	0.0167744	5.77305e-08	6.27599e-09	2.88669	0.101895	4.16538	0.137645	0.600162	0.0860919	5.88522e-08	6.39843e-09	4.76554	0.223736	0.99841	0.0314925	0.0638641	0.00733854	8.41059e-09	6.27599e-09	1.06227	0.0388311	1.55646	0.0525306	0.0638641	0.00733854	8.41059e-09	9.16007e-10	1.62033	0.0598691	234	9
tan	27	ala	2	1.11568	0.680051	0.0835608	0.106278	0.0221004	0.835501	0.438244	288131	761891	2.73957	0.0851204	0.147121	0.0592784	5.77285e-08	4.92417e-08	2.88669	0.144399	4.16538	0.137645	0.600182	0.294269	5.88502e-08	5.01968e-08	4.76556	0.431914	0.99841	0.0314925	0.063866	0.0259109	8.4103e-09	4.92417e-08	1.06228	0.0574035	1.55646	0.0525306	0.063866	0.0259109	8.4103e-09	7.16818e-09	1.62033	0.0784415	0	53673968
hag	27	ala	2	1.11568	6.19514	0.00914823	200	0.0953992	15	0.00110153	2.73957	0.0851204	0.147506	0.0010717	2.51135e-06	3.97466e-08	2.88708	0.0861921	4.16538	0.137645	0.655187	0.00469491	2.55559e-06	4.04438e-08	4.82057	0.142339	0.99841	0.0314925	0.0642101	0.000466305	3.50281e-07	3.97466e-08	1.06262	0.0319589	1.55646	0.0525306	0.0642101	0.000466305	3.50281e-07	5.53316e-09	1.62067	0.0529969	32767	0
bis	27	ala	3	1.11568	0.584899	0.479733	0.0792599	1.00007	0.137192	1	1.23093e+07	1.41436	1.95935	0.0725677	0.0824124	0	7.97623e-10	0	2.04176	0.0725677	3.05617	0.120763	0.2768	0	8.1835e-10	0	3.33297	0.120763	0.722407	0.0270976	0.0355699	0	1.30588e-10	0	0.757977	0.0270976	1.1556	0.0465616	0.0355699	0	1.30588e-10	0	1.19117	0.0465616	166	11
tan	27	ala	3	1.11568	0.645775	0.0515901	0.116152	0.0132429	0.986199	0.269418	79775	104290	1.95935	0.0725677	0.131455	0.00951572	5.66848e-07	5.36182e-08	2.0908	0.0820835	3.05617	0.120763	0.54859	0.0480648	5.81065e-07	5.49498e-08	3.60476	0.168828	0.722407	0.0270976	0.0571	0.00416002	9.14492e-08	5.36182e-08	0.779507	0.0312576	1.1556	0.0465616	0.0571	0.00416002	9.14492e-08	8.61497e-09	1.2127	0.0507216	0	53673968
hag	27	ala	3	1.11568	6.17136	0.00968373	200	0.153608	15	0.00196074	1.95935	0.0725677	0.151147	0.00116421	9.21268e-06	1.49057e-07	2.1105	0.0737321	3.05617	0.120763	0.669258	0.00508365	9.42335e-06	1.52448e-07	3.72544	0.125847	0.722407	0.0270976	0.0657813	0.00050645	1.42744e-06	1.49057e-07	0.78819	0.0276042	1.1556	0.0465616	0.0657813	0.00050645	1.42744e-06	2.30426e-08	1.22138	0.0470681	32767	0
bis	27	ala	4	1.11568	0.528418	0.11459	0.142449	0.0236699	0.665117	0.474955	6714.33	10493.5	1.27615	0.0555715	0.0942517	0.00435104	3.46482e-07	3.41254e-08	1.3704	0.0599226	2.00292	0.0918035	0.394993	0.0204195	3.55173e-07	3.49721e-08	2.39791	0.112223	0.4729	0.0207227	0.040946	0.00189739	5.5899e-08	3.41254e-08	0.513846	0.0226201	0.760361	0.0353215	0.040946	0.00189739	5.5899e-08	5.48055e-09	0.801307	0.0372189	114	11
tan	27	ala	4	1.11568	0.528395	0.112251	0.142454	0.0229389	0.665053	0.466693	6712.1	10431.8	1.27615	0.0555715	0.0942532	0.0314409	3.46493e-07	3.97389e-07	1.3704	0.0870128	2.00292	0.0918035	0.395	0.159337	3.55185e-07	4.0734e-07	2.39792	0.25114	0.4729	0.0207227	0.0409466	0.0137509	5.59008e-08	3.97389e-07	0.513846	0.034474	0.760361	0.0353215	0.0409466	0.0137509	5.59008e-08	6.40662e-08	0.801308	0.0490725	0	53673968
hag	27	ala	4	1.11568	6.36139	0.0109097	200	0.401264	15	0.00463106	1.27615	0.0555715	0.130092	0.00111755	6.77521e-06	1.20877e-07	1.40625	0.0566892	2.00292	0.0918035	0.577111	0.00488967	6.93061e-06	1.23636e-07	2.58004	0.0966933	0.4729	0.0207227	0.0566213	0.000486179	1.05111e-06	1.20877e-07	0.529522	0.021209	0.760361	0.0353215	0.0566213	0.000486179	1.05111e-06	1.87117e-08	0.816983	0.0358077	32767	0
bis	27	ala	5	1.11568	0.621823	0.0575706	0.115974	0.0149311	1.54965	0.353383	32145	47284.4	0.656972	0.0313535	0.0641837	0.00534919	7.71416e-08	1.12635e-08	0.721155	0.0367027	1.07857	0.0552434	0.279276	0.027535	7.90954e-08	1.15463e-08	1.35785	0.0827784	0.248119	0.0120294	0.0279169	0.00233993	1.24945e-08	1.12635e-08	0.276035	0.0143693	0.417154	0.0217961	0.0279169	0.00233993	1.24945e-08	1.81771e-09	0.445071	0.0241361	61	47
tan	27	ala	5	1.11568	0.618107	0.00446043	0.116931	0.000372367	1.52865	0.132593	29273	480.657	0.656972	0.0313535	0.0639118	0.00155243	7.79208e-08	1.87808e-08	0.720884	0.0329059	1.07857	0.0552434	0.277831	0.00785371	7.9894e-08	1.92548e-08	1.35641	0.0630971	0.248119	0.0120294	0.0277978	0.00067827	1.262e-08	1.87808e-08	0.275916	0.0127077	0.417154	0.0217961	0.0277978	0.00067827	1.262e-08	3.03737e-09	0.444952	0.0224744	0	53673968
hag	27	ala	5	1.11568	2.08522e+07	0.424264	85.2366	89.6254	5.33148	6.08608	0.656972	0.0313535	7.21217e-35	2.62064e-33	1.76135e-37	7.11394e-36	0.656972	0.0313535	1.07857	0.0552434	3.22211e-34	1.16911e-32	1.79599e-37	7.25343e-36	1.07857	0.0552434	0.248119	0.0120294	3.13963e-35	1.14078e-33	2.54507e-38	7.11394e-36	0.248119	0.0120294	0.417154	0.0217961	3.13963e-35	1.14078e-33	2.54507e-38	1.0265e-36	0.417154	0.0217961	32767	0
bis	27	ala	6	1.11568	0.52616	0.0887843	0.135275	0.023672	2.67631	0.417411	2053.67	3611.7	0.174476	0.0113366	0.0240232	0.00205266	6.94908e-08	1.50229e-08	0.1985	0.0133892	0.29903	0.0207329	0.107401	0.0103746	7.16693e-08	1.54863e-08	0.406431	0.0311076	0.0673188	0.00443444	0.0104589	0.000897371	1.22257e-08	1.50229e-08	0.0777777	0.00533183	0.117766	0.00830069	0.0104589	0.000897371	1.22257e-08	2.62572e-09	0.128225	0.00919807	21	14
tan	27	ala	6	1.11568	0.526199	0.0876196	0.135264	0.0229684	2.67636	0.415367	2055.33	3600.15	0.174476	0.0113366	0.0240242	0.00204731	6.94822e-08	1.49888e-08	0.198501	0.0133839	0.29903	0.0207329	0.107406	0.0103461	7.16605e-08	1.54512e-08	0.406436	0.031079	0.0673188	0.00443444	0.0104594	0.000895029	1.22242e-08	1.49888e-08	0.0777782	0.00532949	0.117766	0.00830069	0.0104594	0.000895029	1.22242e-08	2.61978e-09	0.128225	0.00919572	0	53673968
hag	27	ala	6	1.11568	8.71515	0.0204982	200	0.916269	15	0.00797483	0.174476	0.0113366	0.0226474	0.00032502	6.83553e-07	1.77098e-08	0.197124	0.0116616	0.29903	0.0207329	0.102848	0.00145805	7.03416e-07	1.82224e-08	0.401879	0.022191	0.0673188	0.00443444	0.00986498	0.000141519	1.16429e-07	1.77098e-08	0.0771839	0.00457598	0.117766	0.00830069	0.00986498	0.000141519	1.16429e-07	3.01136e-09	0.127631	0.00844222	32767	0
bis	27	la_	0	1.11568	0.58492	0.51103	0.0882352	2.13812e-05	0.311295	0.0446374	1.95383e+07	0.00167199	3.3032	0.109098	0.0281227	0	2.26131e-11	0	3.33132	0.109098	4.49149	0.151819	0.0751355	0	2.29899e-11	0	4.56662	0.151819	6.58846	0.242313	0.354235	0	4.45757e-12	0	6.9427	0.242313	10.4061	0.413156	0.354235	0	4.45757e-12	0	10.7603	0.413156	343	2
tan	27	la_	0	1.11568	0.612409	0.00586822	0.126544	0.00112237	0.674141	0.0576203	271495	25134.2	3.3032	0.109098	0.0322631	0.000408272	5.98485e-08	1.71578e-08	3.33546	0.109507	4.49149	0.151819	0.0888125	0.00114831	6.082e-08	1.74352e-08	4.5803	0.152968	6.58846	0.242313	0.443699	0.00629441	1.16105e-08	1.71578e-08	7.03216	0.248608	10.4061	0.413156	0.443699	0.00629441	1.16105e-08	3.31997e-09	10.8498	0.419451	0	53673968
hag	27	la_	0	1.11568	5.20456	0.0109918	200	0.15686	15	0.00215698	3.3032	0.109098	0.00977095	9.15623e-05	4.75693e-06	1.05119e-07	3.31297	0.10919	4.49149	0.151819	0.0276548	0.000257566	4.82631e-06	1.06645e-07	4.51915	0.152077	6.58846	0.242313	0.145073	0.0013371	8.64055e-07	1.05119e-07	6.73354	0.24365	10.4061	0.413156	0.145073	0.0013371	8.64055e-07	1.90396e-08	10.5511	0.414493	32767	0
bis	27	la_	1	1.11568	0.731459	0.00299888	0.0935777	0.000745146	1.32864	0.0676527	8.42103e+06	923221	2.6632	0.0940561	0.0304456	0	2.51157e-08	0	2.69364	0.0940561	3.62072	0.129942	0.0853071	0	2.55258e-08	0	3.70603	0.129942	5.30452	0.203151	0.440158	0	4.88946e-09	0	5.74468	0.203151	8.35825	0.342642	0.440158	0	4.88946e-09	0	8.79841	0.342642	299	6
tan	27	la_	1	1.11568	0.533806	0.00948297	0.142473	0.00144653	0.380403	0.0658407	68076.9	6403.89	2.6632	0.0940561	0.0263077	0.0016392	4.74919e-08	2.42653e-08	2.68951	0.0956953	3.62072	0.129942	0.0723969	0.00480236	4.82632e-08	2.4658e-08	3.69312	0.134744	5.30452	0.203151	0.3615	0.026609	9.21606e-09	2.42653e-08	5.66602	0.22976	8.35825	0.342642	0.3615	0.026609	9.21606e-09	4.69908e-09	8.71975	0.369251	0	53673968
hag	27	la_	1	1.11568	5.56778	0.0138358	200	0.20502	15	0.00253641	2.6632	0.0940561	0.00719582	8.31506e-05	2.33847e-06	6.19891e-08	2.6704	0.0941393	3.62072	0.129942	0.0204013	0.000234326	2.3727e-06	6.28926e-08	3.64112	0.130176	5.30452	0.203151	0.10734	0.00122029	4.25733e-07	6.19891e-08	5.41186	0.204371	8.35825	0.342642	0.10734	0.00122029	4.25733e-07	1.12557e-08	8.46559	0.343862	32767	0
bis	27	la_	2	1.11568	0.755255	0.00193239	0.0855446	0.000501408	1.59551	0.0572141	2.32963e+07	2.03524e+06	1.94418	0.0535053	0.0252832	0	1.35725e-08	0	1.96947	0.0535053	2.65446	0.0741578	0.0715673	0	1.37948e-08	0	2.72603	0.0741578	3.93429	0.116691	0.376013	0	2.64735e-09	0	4.3103	0.116691	6.22537	0.196516	0.376013	0	2.64735e-09	0	6.60138	0.196516	234	9
tan	27	la_	2	1.11568	0.419141	0.00914352	0.159847	0.0027422	0.0100011	3.18625	18668.2	2536.4	1.94418	0.0535053	0.0212027	0.000614449	3.45427e-08	2.67367e-09	1.96539	0.0541198	2.65446	0.0741578	0.0586543	0.0017878	3.51046e-08	2.71692e-09	2.71311	0.0759456	3.93429	0.116691	0.295739	0.00982158	6.70954e-09	2.67367e-09	4.23003	0.126513	6.22537	0.196516	0.295739	0.00982158	6.70954e-09	5.17564e-10	6.52111	0.206338	0	53673968
hag	27	la_	2	1.11568	5.68804	0.010545	200	0.111909	15	0.00133681	1.94418	0.0535053	0.00651863	5.70271e-05	1.86905e-06	3.71792e-08	1.9507	0.0535624	2.65446	0.0741578	0.0184864	0.000160756	1.89646e-06	3.77222e-08	2.67295	0.0743186	3.93429	0.116691	0.0973269	0.000837732	3.40662e-07	3.71792e-08	4.03162	0.117529	6.22537	0.196516	0.0973269	0.000837732	3.40662e-07	6.75897e-09	6.32269	0.197354	32767	0
