FIT	CollEn	particle	centrality	mass	dETdEta_data	dETdEta_d_err	dETdEtaLeft	dETdEtaLErr	dETdEtaRight	dETdEtaRErr	dETdEtaTotal	dETdEtaTErr	dETdy_d	dETdy_d_err	dETdyLeft	dETdyLErr	dETdyRight	dETdyRErr	dETdyTotal	dETdyTErr	dNdEta_d	dNdEta_d_err	dNdEtaLeft	dNdEtaLErr	dNdEtaRight	dNdEtaRErr	dNdEtaTotal	dNdEtaTErr	dNdy_d	dNdy_d_err	dNdyLeft	dNdyLErr	dNdyRight	dNdyRErr	dNdyTotal	dNdyTErr	Npart	NpartErr
hag	200	eta	8	0.54786	0.288434	0.407922	0.0335292	0.0131326	0.0293713	0.0148349	0.351334	0.435889	0.4264	0.603042	0.147343	0.0572768	0.0326636	0.0164533	0.606407	0.676772	0.370314	0.523721	0.0579134	0.0226733	0.0224392	0.0148349	0.450666	0.56123	0.560682	0.792951	0.0579134	0.0226733	0.0224392	0.0111701	0.641035	0.826795	16	3
bis	130	pi+	0	0.13957	71.5816	1.28779	19.7264	0	13.4243	0	104.732	1.28779	75.7674	1.362	32.0029	0	13.5314	0	121.302	1.362	159.424	2.81712	92.6932	0	11.3118	0	263.429	2.81712	170.379	3.01434	92.6932	0	11.3118	0	274.384	3.01434	344	3
tan	130	pi+	0	0.13957	71.5816	1.28779	19.9429	0.294158	7.2545	0.240751	98.779	1.8227	75.7674	1.362	32.956	0.559849	7.33449	0.242445	116.058	2.1643	159.424	2.81712	94.4797	1.50213	7.46364	0.240751	261.368	4.56	170.379	3.01434	94.4797	1.50213	7.46364	0.195569	272.322	4.71204	344	3
hag	130	pi+	0	0.13957	71.5816	1.28779	18.6581	0.0383012	12.2181	0.113698	102.458	1.43979	75.7674	1.362	31.8342	0.0595097	12.3334	0.114622	119.935	1.53614	159.424	2.81712	89.6681	0.174915	11.4541	0.113698	260.546	3.10573	170.379	3.01434	89.6681	0.174915	11.4541	0.097762	271.501	3.28701	344	3
bis	130	pi+	1	0.13957	58.5592	1.56317	16.7009	0.132177	10.7276	0.0849122	85.9877	1.78026	62.0087	1.65147	27.1043	0.214513	10.814	0.0855959	99.9271	1.95158	130.881	3.39285	78.5263	0.621485	9.09899	0.0849122	218.506	4.09925	139.933	3.62502	78.5263	0.621485	9.09899	0.0720185	227.558	4.31853	289	5
tan	130	pi+	1	0.13957	58.5592	1.56317	17.1842	0.46693	5.53972	0.346212	81.2831	2.37632	62.0087	1.65147	28.5091	0.909387	5.60147	0.348724	96.1194	2.90958	130.881	3.39285	81.5962	2.41451	5.73454	0.346212	218.212	6.15357	139.933	3.62502	81.5962	2.41451	5.73454	0.285714	227.264	6.32525	289	5
hag	130	pi+	1	0.13957	58.5592	1.56317	17.2657	0.065313	8.66514	0.142076	84.49	1.77056	62.0087	1.65147	29.6636	0.102156	8.75066	0.143307	100.423	1.89693	130.881	3.39285	83.2962	0.299496	8.34196	0.142076	222.519	3.83442	139.933	3.62502	83.2962	0.299496	8.34196	0.126912	231.571	4.05143	289	5
bis	130	pi+	2	0.13957	47.9221	1.05786	13.6302	0.0877623	9.00262	0.0579658	70.5549	1.20359	50.7466	1.11815	22.0424	0.141926	9.0746	0.0584293	81.8636	1.3185	107.118	2.30619	64.0041	0.412109	7.60291	0.0579658	178.725	2.77626	114.534	2.46517	64.0041	0.412109	7.60291	0.0489527	186.141	2.92623	237	7
tan	130	pi+	2	0.13957	47.9221	1.05786	13.9592	0.299485	4.56311	0.224836	66.4444	1.58218	50.7466	1.11815	23.1495	0.578455	4.61392	0.22647	78.51	1.92307	107.118	2.30619	66.2669	1.54169	4.72124	0.224836	178.106	4.07271	114.534	2.46517	66.2669	1.54169	4.72124	0.185725	185.522	4.19258	237	7
hag	130	pi+	2	0.13957	47.9221	1.05786	15.7131	0.0485918	5.81449	0.0744549	69.4496	1.18091	50.7466	1.11815	27.2254	0.0766243	5.87453	0.0751427	83.8466	1.26991	107.118	2.30619	76.1593	0.223929	5.74883	0.0744549	189.026	2.60457	114.534	2.46517	76.1593	0.223929	5.74883	0.0690623	196.442	2.75816	237	7
bis	130	pi+	3	0.13957	35.9419	0.815948	10.2947	0	6.26736	0	52.5039	0.815948	38.0689	0.863071	16.6926	0	6.31784	0	61.0794	0.863071	80.5341	1.79095	48.38	0	5.30221	0	134.216	1.79095	86.1219	1.91571	48.38	0	5.30221	0	139.804	1.91571	187	8
tan	130	pi+	3	0.13957	35.9419	0.815948	10.7134	0.262751	3.32204	0.188484	49.9773	1.26718	38.0689	0.863071	17.796	0.518826	3.35919	0.1898	59.2242	1.5717	80.5341	1.79095	50.9076	1.36796	3.44504	0.188484	134.887	3.3474	86.1219	1.91571	50.9076	1.36796	3.44504	0.152654	140.475	3.43633	187	8
hag	130	pi+	3	0.13957	35.9419	0.815948	12.5406	0.213878	3.90586	0.122095	52.3884	1.15192	38.0689	0.863071	21.8379	0.400069	3.94713	0.123144	63.854	1.38628	80.5341	1.79095	60.9495	1.08135	3.91432	0.122095	145.398	2.99439	86.1219	1.91571	60.9495	1.08135	3.91432	0.109063	150.986	3.10612	187	8
bis	130	pi+	4	0.13957	26.5102	0.639965	7.8405	0.160266	4.60567	3.41964	38.9563	4.21987	28.0931	0.677141	12.7736	0.261238	4.64282	3.41928	45.5095	4.35766	59.6168	1.40924	36.9442	0.74345	3.9052	3.41964	100.466	5.57233	63.794	1.50779	36.9442	0.74345	3.9052	0.639331	104.643	2.89057	141	8
tan	130	pi+	4	0.13957	26.5102	0.639965	8.05932	0.181473	2.34913	0.142646	36.9186	0.964084	28.0931	0.677141	13.4234	0.350261	2.37564	0.143706	43.8921	1.17111	59.6168	1.40924	38.352	0.9329	2.44907	0.142646	100.418	2.48478	63.794	1.50779	38.352	0.9329	2.44907	0.119211	104.595	2.5599	141	8
hag	130	pi+	4	0.13957	26.5102	0.639965	9.39343	0.171718	2.77781	0.0943051	38.6814	0.905989	28.0931	0.677141	16.3827	0.321752	2.80736	0.0951269	47.2831	1.09402	59.6168	1.40924	45.6919	0.868926	2.79461	0.0943051	108.103	2.37247	63.794	1.50779	45.6919	0.868926	2.79461	0.0848919	112.281	2.46161	141	8
bis	130	pi+	5	0.13957	18.3384	0.437893	6.08636	0.830005	2.27083	2.37676	26.6956	3.64466	19.4407	0.463735	10.2227	1.77103	2.29301	2.38751	31.9564	4.62228	41.3862	0.971617	29.109	4.51997	2.17096	2.37676	72.6662	7.86834	44.2994	1.0405	29.109	4.51997	2.17096	1.51515	75.5794	7.07562	100	9
tan	130	pi+	5	0.13957	18.3384	0.437893	5.75943	0.138771	1.56846	0.0791491	25.6663	0.655813	19.4407	0.463735	9.61056	0.269714	1.58621	0.0797404	30.6375	0.813189	41.3862	0.971617	27.4386	0.716785	1.63752	0.0791491	70.4624	1.76755	44.2994	1.0405	27.4386	0.716785	1.63752	0.0664021	73.3756	1.82368	100	9
hag	130	pi+	5	0.13957	18.3384	0.437893	6.75595	0.194031	1.85837	1.63421	26.9528	2.26613	19.4407	0.463735	11.8263	0.24388	1.87816	1.64848	33.1452	2.35609	41.3862	0.971617	32.9275	0.763941	1.8703	1.63421	76.184	3.36976	44.2994	1.0405	32.9275	0.763941	1.8703	1.46739	79.0972	3.27183	100	9
FIT	CollEn	particle	centrality	mass	dETdEta_data	dETdEta_d_err	dETdEtaLeft	dETdEtaLErr	dETdEtaRight	dETdEtaRErr	dETdEtaTotal	dETdEtaTErr	dETdy_d	dETdy_d_err	dETdyLeft	dETdyLErr	dETdyRight	dETdyRErr	dETdyTotal	dETdyTErr	dNdEta_d	dNdEta_d_err	dNdEtaLeft	dNdEtaLErr	dNdEtaRight	dNdEtaRErr	dNdEtaTotal	dNdEtaTErr	dNdy_d	dNdy_d_err	dNdyLeft	dNdyLErr	dNdyRight	dNdyRErr	dNdyTotal	dNdyTErr	Npart	NpartErr
bis	130	pi+	5	0.13957	18.3384	0.437893	6.08636	0.830005	2.27083	2.37676	26.6956	3.64466	19.4407	0.463735	10.2227	1.77103	2.29301	2.38751	31.9564	4.62228	41.3862	0.971617	29.109	4.51997	2.17096	2.37676	72.6662	7.86834	44.2994	1.0405	29.109	4.51997	2.17096	1.51515	75.5794	7.07562	100	9
tan	130	pi+	5	0.13957	18.3384	0.437893	5.75943	0.138771	1.56846	0.0791491	25.6663	0.655813	19.4407	0.463735	9.61056	0.269714	1.58621	0.0797404	30.6375	0.813189	41.3862	0.971617	27.4386	0.716785	1.63752	0.0791491	70.4624	1.76755	44.2994	1.0405	27.4386	0.716785	1.63752	0.0664021	73.3756	1.82368	100	9
hag	130	pi+	5	0.13957	18.3384	0.437893	6.75595	0.194031	1.85837	1.63421	26.9528	2.26613	19.4407	0.463735	11.8263	0.24388	1.87816	1.64848	33.1452	2.35609	41.3862	0.971617	32.9275	0.763941	1.8703	1.63421	76.184	3.36976	44.2994	1.0405	32.9275	0.763941	1.8703	1.46739	79.0972	3.27183	100	9
bis	130	pi+	6	0.13957	10.7039	0.28553	3.10873	0	1.59755	0	15.4102	0.28553	11.3555	0.302497	4.82959	0	1.61108	0	17.7962	0.302497	24.3078	0.635461	14.3603	0	1.39957	0	40.0676	0.635461	26.0372	0.680818	14.3603	0	1.39957	0	41.7971	0.680818	61	8
tan	130	pi+	6	0.13957	10.7039	0.28553	3.57651	0.136201	0.846973	0.0571515	15.1274	0.478882	11.3555	0.302497	5.99329	0.277786	0.856639	0.0575468	18.2054	0.63783	24.3078	0.635461	17.0814	0.722334	0.888526	0.0571515	42.2777	1.41495	26.0372	0.680818	17.0814	0.722334	0.888526	0.046218	44.0072	1.44937	61	8
