FIT	CollEn	particle	centrality	mass	dETdEta_data	dETdEta_d_err	dETdEtaLeft	dETdEtaLErr	dETdEtaRight	dETdEtaRErr	dETdEtaTotal	dETdEtaTErr	dETdy_d	dETdy_d_err	dETdyLeft	dETdyLErr	dETdyRight	dETdyRErr	dETdyTotal	dETdyTErr	dNdEta_d	dNdEta_d_err	dNdEtaLeft	dNdEtaLErr	dNdEtaRight	dNdEtaRErr	dNdEtaTotal	dNdEtaTErr	dNdy_d	dNdy_d_err	dNdyLeft	dNdyLErr	dNdyRight	dNdyRErr	dNdyTotal	dNdyTErr	Npart	NpartErr
bis	62.4	pba	6	0.93827	1.65966	0.0441291	0.116699	0.0210086	0.0552429	0.0157174	1.8316	0.0808552	2.68809	0.0667482	0.558231	0.112148	0.0653021	0.0183941	3.31163	0.197291	0.758418	0.0196503	0.0607812	0.0109713	0.0202538	0.0157174	0.839453	0.0463389	1.24417	0.0300662	0.0607812	0.0109713	0.0202538	0.00564682	1.3252	0.0466843	48	5
tan	62.4	pba	6	0.93827	1.65966	0.0441291	0.116741	0.00283075	0.0547967	0.00450258	1.8312	0.0514624	2.68809	0.0667482	0.558538	0.0168206	0.0647954	0.00521385	3.31143	0.0887826	0.758418	0.0196503	0.0608036	0.00148213	0.0201041	0.00450258	0.839326	0.025635	1.24417	0.0300662	0.0608036	0.00148213	0.0201041	0.00158165	1.32508	0.03313	48	5
hag	62.4	pba	6	0.93827	1.65966	0.0441291	0.131269	0.0143677	0.140731	0.0273438	1.93166	0.0858406	2.68809	0.0667482	0.645957	0.06986	0.160319	0.030831	3.49437	0.167439	0.758418	0.0196503	0.0684137	0.00748589	0.0465324	0.0273438	0.873364	0.0544799	1.24417	0.0300662	0.0684137	0.00748589	0.0465324	0.00872317	1.35911	0.0462753	48	5
bis	62.4	pba	7	0.93827	0.929517	0.0263451	0.0752971	0.00136022	0.02975	0.00217625	1.03456	0.0298815	1.51901	0.0402364	0.36642	0.0079239	0.0351401	0.00251264	1.92057	0.0506729	0.426038	0.0117665	0.039233	0.000711816	0.0108887	0.00217625	0.47616	0.0146545	0.705263	0.018191	0.039233	0.000711816	0.0108887	0.00075897	0.755385	0.0196618	28	3
tan	62.4	pba	7	0.93827	0.929517	0.0263451	0.075291	0.00138097	0.0297297	0.00218381	1.03454	0.0299098	1.51901	0.0402364	0.366383	0.0080605	0.0351169	0.0025219	1.92051	0.0508188	0.426038	0.0117665	0.0392298	0.000722714	0.0108818	0.00218381	0.47615	0.014673	0.705263	0.018191	0.0392298	0.000722714	0.0108818	0.000761998	0.755375	0.0196757	28	3
hag	62.4	pba	7	0.93827	0.929517	0.0263451	0.0813316	0.00980881	0.0598808	0.0126932	1.07073	0.0488471	1.51901	0.0402364	0.40259	0.0479557	0.0687881	0.0144502	1.99039	0.102642	0.426038	0.0117665	0.0423936	0.00511128	0.0203477	0.0126932	0.488779	0.0295709	0.705263	0.018191	0.0423936	0.00511128	0.0203477	0.00419311	0.768004	0.0274954	28	3
bis	62.4	pba	8	0.93827	0.420814	0.0130907	0.0428582	0.00769617	0.0290269	0.0246504	0.492699	0.0454373	0.698811	0.0204307	0.213368	0.0382761	0.0324187	0.0243876	0.944597	0.0830944	0.19385	0.00589112	0.0223428	0.00401206	0.00871705	0.0246504	0.22491	0.0345535	0.32618	0.00931529	0.0223428	0.00401206	0.00871705	0.00227854	0.35724	0.0156059	15	2
tan	62.4	pba	8	0.93827	0.420814	0.0130907	0.0429723	0.000865807	0.0169058	0.00416439	0.480692	0.0181209	0.698811	0.0204307	0.214102	0.0049276	0.0196701	0.00465706	0.932583	0.0300153	0.19385	0.00589112	0.0224027	0.000452846	0.00596687	0.00416439	0.22222	0.0105084	0.32618	0.00931529	0.0224027	0.000452846	0.00596687	0.00132362	0.35455	0.0110918	15	2
hag	62.4	pba	8	0.93827	0.420814	0.0130907	0.0435951	0.000474529	0.0169424	0.0007907	0.481351	0.014356	0.698811	0.0204307	0.217968	0.00248703	0.0197102	0.000897442	0.936489	0.0238151	0.19385	0.00589112	0.0227291	0.000247687	0.00597006	0.0007907	0.222549	0.00692951	0.32618	0.00931529	0.0227291	0.000247687	0.00597006	0.000260424	0.354879	0.0098234	15	2
bis	62.4	pro	0	0.93827	4.25692	0.128147	0.039279	0.0743434	0.50877	1.41525	4.80497	1.61774	6.15379	0.177817	0.112137	0.222813	0.592803	1.62301	6.85873	2.02364	12.1418	0.314563	0.686312	1.48223	0.571649	1.41525	13.3997	3.21204	18.8419	0.457861	0.686312	1.48223	0.571649	1.44455	20.0999	3.38464	347	3
tan	62.4	pro	0	0.93827	4.25692	0.128147	0.039279	0.032162	0.508761	1.85134	4.80496	2.01165	6.15379	0.177817	0.112137	0.092349	0.592792	2.13804	6.85872	2.40821	12.1418	0.314563	0.686311	0.582195	0.571637	1.85134	13.3997	2.7481	18.8419	0.457861	0.686311	0.582195	0.571637	1.97333	20.0999	3.01338	347	3
hag	62.4	pro	0	0.93827	4.25692	0.128147	0.0452554	0	2.60779	0	6.90996	0.128147	6.15379	0.177817	0.132279	0	2.85961	0	9.14568	0.177817	12.1418	0.314563	0.845558	0	1.90125	0	14.8886	0.314563	18.8419	0.457861	0.845558	0	1.90125	0	21.5887	0.457861	347	3
bis	62.4	pro	1	0.93827	3.46262	0.104216	0.0323164	0.00070726	0.435261	0.035385	3.93019	0.140308	5.01123	0.144736	0.0921022	0.00237006	0.50358	0.0403168	5.60691	0.187423	9.91547	0.25667	0.56179	0.0186509	0.468317	0.035385	10.9456	0.310706	15.4112	0.374131	0.56179	0.0186509	0.468317	0.0355954	16.4413	0.428377	294	4
tan	62.4	pro	1	0.93827	3.46262	0.104216	0.0324388	0.0266348	0.385674	1.33631	3.88073	1.46716	5.01123	0.144736	0.0925311	0.0773958	0.450159	1.54601	5.55392	1.76814	9.91547	0.25667	0.565364	0.497231	0.437734	1.33631	10.9186	2.09021	15.4112	0.374131	0.565364	0.497231	0.437734	1.43985	16.4143	2.31121	294	4
hag	62.4	pro	1	0.93827	3.46262	0.104216	0.037612	0	1.94887	0	5.4491	0.104216	5.01123	0.144736	0.109986	0	2.14361	0	7.26483	0.144736	9.91547	0.25667	0.703584	0	1.45976	0	12.0788	0.25667	15.4112	0.374131	0.703584	0	1.45976	0	17.5745	0.374131	294	4
bis	62.4	pro	2	0.93827	2.63313	0.0782146	0.0255818	0.053196	0.282564	0.912913	2.94127	1.04432	3.81824	0.108787	0.0730678	0.15982	0.330049	1.05054	4.22136	1.31915	7.59114	0.193686	0.447521	1.06726	0.322044	0.912913	8.3607	2.17386	11.8279	0.282872	0.447521	1.06726	0.322044	0.952091	12.5974	2.30222	230	5
tan	62.4	pro	2	0.93827	2.63313	0.0782146	0.0255817	0.0219246	0.282559	1.2281	2.94127	1.32824	3.81824	0.108787	0.0730675	0.06095	0.330043	1.42297	4.22135	1.59271	7.59114	0.193686	0.447519	0.363521	0.322039	1.2281	8.3607	1.78531	11.8279	0.282872	0.447519	0.363521	0.322039	1.33532	12.5974	1.98171	230	5
hag	62.4	pro	2	0.93827	2.63313	0.0782146	0.029584	0	1.28834	0	3.95105	0.0782146	3.81824	0.108787	0.0865757	0	1.42409	0	5.32891	0.108787	7.59114	0.193686	0.554545	0	1.00643	0	9.15211	0.193686	11.8279	0.282872	0.554545	0	1.00643	0	13.3889	0.282872	230	5
bis	62.4	pro	3	0.93827	1.75424	0.0518393	0.0182227	0.000295808	0.151581	0.0117801	1.92405	0.0639152	2.55378	0.072291	0.051995	0.000982684	0.177894	0.0135213	2.78366	0.0867951	5.12744	0.129662	0.317731	0.00765767	0.177462	0.0117801	5.62263	0.1491	8.03504	0.190239	0.317731	0.00765767	0.177462	0.0120975	8.53023	0.209994	164	5
tan	62.4	pro	3	0.93827	1.75424	0.0518393	0.0182226	0.0150459	0.151573	0.329914	1.92404	0.396799	2.55378	0.072291	0.0519945	0.043244	0.177885	0.384438	2.78365	0.499973	5.12744	0.129662	0.317727	0.269701	0.177453	0.329914	5.62262	0.729277	8.03504	0.190239	0.317727	0.269701	0.177453	0.370923	8.53022	0.830862	164	5
hag	62.4	pro	3	0.93827	1.75424	0.0518393	0.0213406	0	0.64418	0	2.41976	0.0518393	2.55378	0.072291	0.0625624	0	0.719247	0	3.33558	0.072291	5.12744	0.129662	0.401941	0	0.545264	0	6.07464	0.129662	8.03504	0.190239	0.401941	0	0.545264	0	8.98224	0.190239	164	5
bis	62.4	pro	4	0.93827	1.17419	0.0344954	0.0130816	0.000263707	0.0992101	0.008966	1.28648	0.0437251	1.71554	0.048255	0.0374406	0.000884909	0.116453	0.0102982	1.86943	0.0594381	3.47409	0.0872697	0.230095	0.00698374	0.116265	0.008966	3.82045	0.103219	5.46765	0.128583	0.230095	0.00698374	0.116265	0.00924403	5.81401	0.144811	114	5
tan	62.4	pro	4	0.93827	1.17419	0.0344954	0.0130905	0.00103216	0.0986606	0.00424476	1.28594	0.0397723	1.71554	0.048255	0.0374713	0.00319867	0.115842	0.00500896	1.86885	0.0564627	3.47409	0.0872697	0.230344	0.0224619	0.115813	0.00424476	3.82025	0.113976	5.46765	0.128583	0.230344	0.0224619	0.115813	0.00512473	5.81381	0.15617	114	5
hag	62.4	pro	4	0.93827	1.17419	0.0344954	0.0151981	0	0.359233	0	1.54862	0.0344954	1.71554	0.048255	0.0446131	0	0.403655	0	2.16381	0.048255	3.47409	0.0872697	0.287261	0	0.318886	0	4.08024	0.0872697	5.46765	0.128583	0.287261	0	0.318886	0	6.0738	0.128583	114	5
bis	62.4	pro	5	0.93827	0.728262	0.0215158	0.00890993	0.00125171	0.0516519	0.0109943	0.788824	0.0337618	1.07	0.0302086	0.0255624	0.00381695	0.0608542	0.0128174	1.15642	0.046843	2.19598	0.0551833	0.157783	0.0261087	0.0617898	0.0109943	2.41556	0.0922863	3.48062	0.0817891	0.157783	0.0261087	0.0617898	0.0123946	3.70019	0.120292	76	5
tan	62.4	pro	5	0.93827	0.728262	0.0215158	0.00889785	0.014978	0.0527009	0.147767	0.789861	0.184261	1.07	0.0302086	0.0255125	0.0460494	0.0620577	0.172353	1.15757	0.248611	2.19598	0.0551833	0.157281	0.319065	0.0628635	0.147767	2.41613	0.522016	3.48062	0.0817891	0.157281	0.319065	0.0628635	0.16705	3.70076	0.567904	76	5
hag	62.4	pro	5	0.93827	0.728262	0.0215158	0.0103514	0	0.171437	0	0.910051	0.0215158	1.07	0.0302086	0.0304492	0	0.194316	0	1.29477	0.0302086	2.19598	0.0551833	0.196753	0	0.161826	0	2.55456	0.0551833	3.48062	0.0817891	0.196753	0	0.161826	0	3.8392	0.0817891	76	5
bis	62.4	pro	6	0.93827	0.423423	0.0125509	0.00584648	0.00702331	0.0256313	0.0664521	0.4549	0.0860263	0.626264	0.0177113	0.0168196	0.021549	0.0302748	0.0776628	0.673358	0.116923	1.30585	0.0328015	0.104306	0.148779	0.0310921	0.0664521	1.44125	0.248033	2.08803	0.0490123	0.104306	0.148779	0.0310921	0.0759864	2.22343	0.273778	48	5
tan	62.4	pro	6	0.93827	0.423423	0.0125509	0.00584647	0.00880087	0.0256314	0.0705804	0.454901	0.0919321	0.626264	0.0177113	0.0168196	0.0273313	0.0302749	0.0826751	0.673358	0.127718	1.30585	0.0328015	0.104306	0.192361	0.0310923	0.0705804	1.44125	0.295743	2.08803	0.0490123	0.104306	0.192361	0.0310923	0.0817548	2.22343	0.323128	48	5
hag	62.4	pro	6	0.93827	0.423423	0.0125509	0.00677531	5.17431e-05	0.0730703	0.00319954	0.503268	0.0158022	0.626264	0.0177113	0.0199855	0.000157526	0.0836129	0.00357536	0.729862	0.0214442	1.30585	0.0328015	0.12975	0.00107844	0.0734792	0.00319954	1.50908	0.0370795	2.08803	0.0490123	0.12975	0.00107844	0.0734792	0.00273096	2.29126	0.0528217	48	5
bis	62.4	pro	7	0.93827	0.214413	0.00645985	0.00339836	6.13031e-05	0.0107415	0.000759238	0.228553	0.00728039	0.319799	0.00917817	0.00980947	0.00020543	0.012728	0.000883301	0.342336	0.0102669	0.679866	0.0173061	0.0611897	0.00162295	0.0132557	0.000759238	0.754312	0.0196883	1.09823	0.0261237	0.0611897	0.00162295	0.0132557	0.000846102	1.17267	0.0285928	28	3
tan	62.4	pro	7	0.93827	0.214413	0.00645985	0.00339841	4.31487e-05	0.0107418	0.000477616	0.228553	0.00698061	0.319799	0.00917817	0.00980962	0.000140442	0.0127282	0.000555934	0.342337	0.00987455	0.679866	0.0173061	0.0611908	0.00106956	0.0132559	0.000477616	0.754313	0.0188533	1.09823	0.0261237	0.0611908	0.00106956	0.0132559	0.000533782	1.17267	0.0277271	28	3
hag	62.4	pro	7	0.93827	0.214413	0.00645985	0.00393528	0	0.0273419	0	0.24569	0.00645985	0.319799	0.00917817	0.0116447	0	0.0315584	0	0.363002	0.00917817	0.679866	0.0173061	0.0760027	0	0.0290313	0	0.7849	0.0173061	1.09823	0.0261237	0.0760027	0	0.0290313	0	1.20326	0.0261237	28	3
bis	62.4	pro	8	0.93827	0.0912669	0.00292809	0.00175231	2.8739e-05	0.00470423	0.00031339	0.0977235	0.00327022	0.137135	0.00418866	0.00513449	9.53414e-05	0.00556319	0.00036322	0.147832	0.00464722	0.296582	0.0080433	0.0329181	0.000744748	0.00574395	0.00031339	0.335244	0.00910144	0.483787	0.0122808	0.0329181	0.000744748	0.00574395	0.000341467	0.522449	0.013367	15	2
tan	62.4	pro	8	0.93827	0.0912669	0.00292809	0.0017523	2.86369e-05	0.00470415	0.000312047	0.0977234	0.00326878	0.137135	0.00418866	0.00513448	9.49723e-05	0.00556309	0.000361663	0.147832	0.0046453	0.296582	0.0080433	0.032918	0.000741558	0.00574386	0.000312047	0.335244	0.0090969	0.483787	0.0122808	0.032918	0.000741558	0.00574386	0.000340008	0.522448	0.0133624	15	2
hag	62.4	pro	8	0.93827	0.0912669	0.00292809	0.00190844	0	0.00848382	0	0.101659	0.00292809	0.137135	0.00418866	0.00566688	0	0.00986777	0	0.152669	0.00418866	0.296582	0.0080433	0.037204	0	0.00943387	0	0.34322	0.0080433	0.483787	0.0122808	0.037204	0	0.00943387	0	0.530424	0.0122808	15	2
bis	62.4	eta	0	0.54786	5.22942	7.3955	0.299826	0.921019	0.775288	4.73582	6.30454	13.0523	7.95087	11.2442	1.11469	4.71673	0.909309	5.38611	9.97487	21.347	6.94426	9.82064	0.513097	1.60686	0.727165	4.73582	8.18452	16.1633	10.7544	15.209	0.513097	1.60686	0.727165	4.01755	11.9946	20.8334	347	3
tan	62.4	eta	0	0.54786	5.22942	7.3955	0.333866	0.836658	0.989412	2.59283	6.5527	10.825	7.95087	11.2442	1.29587	3.62987	1.15105	2.95796	10.3978	17.832	6.94426	9.82064	0.572636	1.44448	0.903599	2.59283	8.42049	13.8579	10.7544	15.209	0.572636	1.44448	0.903599	2.21563	12.2306	18.8691	347	3
hag	62.4	eta	0	0.54786	5.22942	7.3955	0.553723	0.187122	1.27428	0.842531	7.05742	8.42515	7.95087	11.2442	2.37383	0.788956	1.44297	0.942527	11.7677	12.9757	6.94426	9.82064	0.955017	0.322413	1.04172	0.842531	8.941	10.9856	10.7544	15.209	0.955017	0.322413	1.04172	0.651215	12.7511	16.1826	347	3
bis	62.4	eta	1	0.54786	4.26756	6.03524	0.242024	19.9927	0.627217	50.7227	5.1368	76.7506	6.487	9.174	0.89699	83.7805	0.735882	58.4668	8.11987	151.421	5.66637	8.01345	0.414111	34.4574	0.588895	50.7227	6.66937	93.1935	8.77307	12.407	0.414111	34.4574	0.588895	45.0464	9.77608	91.9108	294	4
tan	62.4	eta	1	0.54786	4.26756	6.03524	0.271176	0.300347	0.811233	1.18697	5.34997	7.52255	6.487	9.174	1.05194	1.30031	0.943673	1.35745	8.48262	11.8318	5.66637	8.01345	0.465098	0.518458	0.740633	1.18697	6.8721	9.71887	8.77307	12.407	0.465098	0.518458	0.740633	1.02293	9.9788	13.9484	294	4
hag	62.4	eta	1	0.54786	4.26756	6.03524	0.441018	0.176895	1.43409	0.9484	6.14267	7.16054	6.487	9.174	1.88974	0.748536	1.59597	1.04546	9.97271	10.968	5.66637	8.01345	0.760607	0.304856	1.0669	0.9484	7.49387	9.2667	8.77307	12.407	0.760607	0.304856	1.0669	0.668906	10.6006	13.3808	294	4
bis	62.4	eta	2	0.54786	3.21895	4.55226	0.18725	0.210841	0.47283	0.729993	3.87903	5.4931	4.8967	6.92496	0.697714	0.90266	0.554637	0.841125	6.14905	8.66874	4.2754	6.04631	0.320482	0.363743	0.443653	0.729993	5.03954	7.14005	6.6254	9.3697	0.320482	0.363743	0.443653	0.647237	7.38953	10.3807	230	5
tan	62.4	eta	2	0.54786	3.21895	4.55226	0.208479	0.223525	0.600945	0.858613	4.02837	5.6344	4.8967	6.92496	0.810561	0.971604	0.699321	0.98263	6.40658	8.87919	4.2754	6.04631	0.35761	0.385936	0.54934	0.858613	5.18235	7.29086	6.6254	9.3697	0.35761	0.385936	0.54934	0.741864	7.53235	10.4975	230	5
hag	62.4	eta	2	0.54786	3.21895	4.55226	0.344883	0.139744	0.964324	0.618075	4.52815	5.31008	4.8967	6.92496	1.48224	0.593454	1.077	0.684428	7.45594	8.20284	4.2754	6.04631	0.594914	0.240882	0.731293	0.618075	5.60161	6.90527	6.6254	9.3697	0.594914	0.240882	0.731293	0.447668	7.9516	10.0583	230	5
bis	62.4	eta	3	0.54786	2.22387	3.14504	0.131313	0.290195	0.330378	1.23513	2.68556	4.67037	3.38389	4.78556	0.491962	1.48615	0.387357	1.40581	4.26321	7.67752	2.95441	4.17819	0.224807	0.506025	0.309523	1.23513	3.48874	5.91935	4.57952	6.47644	0.224807	0.506025	0.309523	1.05008	5.11385	8.03255	164	5
tan	62.4	eta	3	0.54786	2.22387	3.14504	0.1446	0	0.413334	0	2.7818	3.14504	3.38389	4.78556	0.562484	0	0.48104	0	4.42741	4.78556	2.95441	4.17819	0.248044	0	0.37795	0	3.58041	4.17819	4.57952	6.47644	0.248044	0	0.37795	0	5.20551	6.47644	164	5
hag	62.4	eta	3	0.54786	2.22387	3.14504	0.246511	0.101542	0.574394	0.356626	3.04477	3.60321	3.38389	4.78556	1.06355	0.433219	0.644147	0.396988	5.09159	5.61577	2.95441	4.17819	0.425322	0.175081	0.444919	0.356626	3.82465	4.7099	4.57952	6.47644	0.425322	0.175081	0.444919	0.265946	5.44976	6.91747	164	5
bis	62.4	eta	4	0.54786	1.48231	2.09631	0.0905951	0.135035	0.276585	2.25273	1.84949	4.48407	2.25865	3.19422	0.340972	0.63257	0.318741	2.45438	2.91836	6.28117	1.97101	2.78744	0.155141	0.234206	0.241085	2.25273	2.36724	5.27438	3.05975	4.32715	0.155141	0.234206	0.241085	1.55849	3.45597	6.11984	114	5
tan	62.4	eta	4	0.54786	1.48231	2.09631	0.0988609	0.126846	0.268265	0.417774	1.84944	2.64093	2.25865	3.19422	0.385776	0.554214	0.312374	0.478357	2.9568	4.22679	1.97101	2.78744	0.169614	0.21908	0.245732	0.417774	2.38636	3.42429	3.05975	4.32715	0.169614	0.21908	0.245732	0.361695	3.4751	4.90792	114	5
hag	62.4	eta	4	0.54786	1.48231	2.09631	0.171218	0.0714853	0.335662	0.202231	1.98919	2.37002	2.25865	3.19422	0.741608	0.306419	0.377811	0.226176	3.37807	3.72681	1.97101	2.78744	0.295483	0.123291	0.264794	0.202231	2.53129	3.11296	3.05975	4.32715	0.295483	0.123291	0.264794	0.154586	3.62003	4.60503	114	5
bis	62.4	eta	5	0.54786	0.953774	1.34883	0.0616158	0.129259	0.134923	0.449799	1.15031	1.92788	1.45675	2.06014	0.23555	0.660454	0.158318	0.513387	1.85062	3.23398	1.27019	1.79631	0.105598	0.225363	0.126717	0.449799	1.50251	2.47147	1.97681	2.79561	0.105598	0.225363	0.126717	0.386345	2.20913	3.40732	76	5
tan	62.4	eta	5	0.54786	0.953774	1.34883	0.0663646	0.147533	0.165084	0.401148	1.18522	1.89751	1.45675	2.06014	0.26033	0.649448	0.192398	0.45895	1.90948	3.16854	1.27019	1.79631	0.113894	0.25493	0.151658	0.401148	1.53574	2.45238	1.97681	2.79561	0.113894	0.25493	0.151658	0.346433	2.24237	3.39697	76	5
hag	62.4	eta	5	0.54786	0.953774	1.34883	0.115463	0.0487197	0.192286	0.112538	1.26152	1.51008	1.45675	2.06014	0.502083	0.209821	0.217146	0.12639	2.17598	2.39635	1.27019	1.79631	0.19931	0.0840509	0.154104	0.112538	1.62361	1.99289	1.97681	2.79561	0.19931	0.0840509	0.154104	0.087858	2.33023	2.96752	76	5
bis	62.4	eta	6	0.54786	0.581949	0.823007	0.0381059	0.0804396	0.0784533	0.257577	0.698508	1.16102	0.890062	1.25875	0.145658	0.410939	0.0921708	0.294559	1.12789	1.96424	0.775791	1.09714	0.0653062	0.140249	0.0739675	0.257577	0.915065	1.49497	1.20907	1.70989	0.0653062	0.140249	0.0739675	0.222839	1.34834	2.07298	48	5
tan	62.4	eta	6	0.54786	0.581949	0.823007	0.04138	0.052074	0.0983145	0.154165	0.721644	1.02925	0.890062	1.25875	0.162769	0.228913	0.114634	0.176776	1.16747	1.66444	0.775791	1.09714	0.0710269	0.0899698	0.0904555	0.154165	0.937274	1.34128	1.20907	1.70989	0.0710269	0.0899698	0.0904555	0.13418	1.37055	1.93404	48	5
hag	62.4	eta	6	0.54786	0.581949	0.823007	0.0832772	0	0.0486298	0	0.713856	0.823007	0.890062	1.25875	0.36755	0	0.0565698	0	1.31418	1.25875	0.775791	1.09714	0.14388	0	0.0442245	0	0.963896	1.09714	1.20907	1.70989	0.14388	0	0.0442245	0	1.39717	1.70989	48	5
bis	62.4	eta	7	0.54786	0.317594	0.449148	0.0220335	0.0463773	0.0401848	0.131504	0.379812	0.627028	0.487349	0.68922	0.0849933	0.237333	0.0472735	0.150697	0.619616	1.07725	0.424321	0.600084	0.03778	0.0808696	0.0380418	0.131504	0.500142	0.812457	0.663601	0.93848	0.03778	0.0808696	0.0380418	0.114638	0.739423	1.13399	28	3
tan	62.4	eta	7	0.54786	0.317594	0.449148	0.0238397	0.0271405	0.0506055	0.0730694	0.392039	0.549357	0.487349	0.68922	0.0944049	0.119944	0.0590721	0.0839633	0.640826	0.893128	0.424321	0.600084	0.0409353	0.0469047	0.0467308	0.0730694	0.511987	0.720058	0.663601	0.93848	0.0409353	0.0469047	0.0467308	0.0640756	0.751267	1.04946	28	3
hag	62.4	eta	7	0.54786	0.317594	0.449148	0.042161	0.018265	0.0502687	0.0279613	0.410024	0.495374	0.487349	0.68922	0.184949	0.0794928	0.0571221	0.0316499	0.72942	0.800362	0.424321	0.600084	0.072815	0.0315303	0.0414485	0.0279613	0.538584	0.659575	0.663601	0.93848	0.072815	0.0315303	0.0414485	0.022658	0.777865	0.992668	28	3
bis	62.4	eta	8	0.54786	0.155952	0.220545	0.0116332	0.0242326	0.0183765	0.0592352	0.185962	0.304013	0.240247	0.339754	0.0454045	0.12413	0.0216491	0.0680308	0.307301	0.531914	0.208906	0.295431	0.0199597	0.0422579	0.0174725	0.0592352	0.246338	0.396924	0.328052	0.463928	0.0199597	0.0422579	0.0174725	0.0520503	0.365484	0.558236	15	2
tan	62.4	eta	8	0.54786	0.155952	0.220545	0.0124947	0.0157172	0.0231544	0.0365794	0.191601	0.272841	0.240247	0.339754	0.0498753	0.0699634	0.0270644	0.0420867	0.317187	0.451804	0.208906	0.295431	0.0214643	0.0271743	0.0214737	0.0365794	0.251844	0.359185	0.328052	0.463928	0.0214643	0.0271743	0.0214737	0.0322256	0.37099	0.523328	15	2
hag	62.4	eta	8	0.54786	0.155952	0.220545	0.025395	0.00878814	0.00740953	0.00385135	0.188757	0.233184	0.240247	0.339754	0.114023	0.038923	0.00870747	0.00450732	0.362977	0.383184	0.208906	0.295431	0.0439202	0.0151868	0.00697192	0.00385135	0.259798	0.314469	0.328052	0.463928	0.0439202	0.0151868	0.00697192	0.00357626	0.378944	0.482691	15	2
bis	200	pi+	0	0.13957	90.0221	1.82686	20.7599	0.311144	14.1128	2.49046	124.895	4.62846	94.8826	1.92635	33.8738	0.538782	14.2088	2.50311	142.965	4.96824	191.914	3.82701	97.6442	1.47017	10.9169	2.49046	300.475	7.78764	204.379	4.0928	97.6442	1.47017	10.9169	1.67936	312.94	7.24233	350	3
tan	200	pi+	0	0.13957	90.0221	1.82686	21.2984	0.374677	7.67441	0.595556	118.995	2.79709	94.8826	1.92635	35.0103	0.720453	7.74772	0.599338	137.641	3.24614	191.914	3.82701	100.583	1.91867	7.36826	0.595556	299.866	6.34124	204.379	4.0928	100.583	1.91867	7.36826	0.459507	312.33	6.47098	350	3
hag	200	pi+	0	0.13957	90.0221	1.82686	20.1286	0.0409846	15.4009	0.156235	125.552	2.02408	94.8826	1.92635	34.1115	0.0632697	15.5223	0.157286	144.516	2.14691	191.914	3.82701	96.37	0.186422	13.1881	0.156235	301.472	4.16967	204.379	4.0928	96.37	0.186422	13.1881	0.121981	313.937	4.40121	350	3
bis	200	pi+	1	0.13957	71.8241	1.44327	16.8345	0.29556	11.2079	0.344101	99.8665	2.08293	75.7205	1.52293	27.4686	0.516356	11.2842	0.346021	114.473	2.3853	153.472	3.04177	79.1956	1.44697	8.67699	0.344101	241.345	4.83285	163.481	3.25563	79.1956	1.44697	8.67699	0.238723	251.353	4.94133	299	4
tan	200	pi+	1	0.13957	71.8241	1.44327	17.2789	2.02341	5.97238	2.99589	95.0754	6.46257	75.7205	1.52293	28.4373	3.85096	6.02961	3.02169	110.187	8.39557	153.472	3.04177	81.6593	10.4384	5.74426	2.99589	240.876	16.476	163.481	3.25563	81.6593	10.4384	5.74426	2.71543	250.884	16.4094	299	4
hag	200	pi+	1	0.13957	71.8241	1.44327	18.2081	0.0369649	9.50271	0.0899838	99.5349	1.57022	75.7205	1.52293	31.1342	0.0575536	9.58269	0.0906485	116.437	1.67113	153.472	3.04177	87.6116	0.16903	8.45816	0.0899838	249.542	3.30079	163.481	3.25563	87.6116	0.16903	8.45816	0.0742824	259.551	3.49894	299	4
bis	200	pi+	2	0.13957	54.1552	1.05721	12.7046	0	8.72801	0	75.5878	1.05721	57.0894	1.11635	20.5025	0	8.79102	0	86.383	1.11635	115.664	2.24326	59.4986	0	7.10097	0	182.264	2.24326	123.195	2.40267	59.4986	0	7.10097	0	189.795	2.40267	234	5
tan	200	pi+	2	0.13957	54.1552	1.05721	13.0233	0.239635	4.5222	0.33086	71.7007	1.62771	57.0894	1.11635	21.4287	0.468026	4.56547	0.332943	83.0836	1.91732	115.664	2.24326	61.5407	1.23802	4.34605	0.33086	181.551	3.81214	123.195	2.40267	61.5407	1.23802	4.34605	0.254191	189.082	3.89488	234	5
hag	200	pi+	2	0.13957	54.1552	1.05721	15.5415	0.221881	5.68426	0.155167	75.3809	1.43426	57.0894	1.11635	26.8148	0.410037	5.73463	0.156272	89.6389	1.68266	115.664	2.24326	75.1535	1.11482	5.21516	0.155167	196.033	3.51324	123.195	2.40267	75.1535	1.11482	5.21516	0.125984	203.564	3.64347	234	5
bis	200	pi+	3	0.13957	39.575	0.792251	9.17164	0	5.50451	0	54.2511	0.792251	41.6687	0.834674	14.9102	0	5.53892	0	62.1178	0.834674	83.2463	1.63711	43.0995	0	4.11287	0	130.459	1.63711	88.605	1.75067	43.0995	0	4.11287	0	135.817	1.75067	168	5
tan	200	pi+	3	0.13957	39.575	0.792251	9.36333	0.90191	2.64838	1.12797	51.5867	2.82213	41.6687	0.834674	15.438	1.71822	2.67182	1.13704	59.7785	3.68994	83.2463	1.63711	44.3003	4.65511	2.45331	1.12797	130	7.42018	88.605	1.75067	44.3003	4.65511	2.45331	0.990946	135.359	7.39672	168	5
